set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
OR4M2	483	1	0.0952380952380952	479	0.233818095329681	1	NA	1	1	ER	NA	NA	NA
TUBGCP5	483	1	0.0062111801242236	479	0.111213684675858	1	NA	2	2	ER	NA	NA	NA
GOLGA8S	483	1	0.0952380952380952	479	0.236941912016657	1	NA	1	1	ER	NA	NA	NA
GOLGA6L2	483	1	0.010351966873706	479	1	1	0	NA	NA	ER	NA	NA	NA
NDN	483	1	0.0745341614906832	479	0.737966507357124	1	NA	1	1	ER	NA	NA	NA
UBE3A	483	1	0.0351966873706004	479	0.227133848043307	1	NA	1	1	ER	NA	NA	NA
ATP10A	483	1	0.0227743271221532	479	0.80319569337875	NA	NA	45	42	Firth	NA	NA	NA
GABRA5	483	1	0	479	0.0970066323752659	1	NA	2	2	ER	NA	NA	NA
OCA2	483	11	0.00188217579521927	479	0.637115212304597	11	11	NA	NA	NA	9	2	0.0321744726043893
FAM189A1	483	4	0.0212215320910973	479	0.0384437480776913	4	4	NA	NA	NA	4	0	0.0321744726043893
NDNL2	483	1	0	479	0.651529410938355	1	NA	1	1	ER	NA	NA	NA
TJP1	483	1	0.05175983436853	479	0.738734816985343	1	NA	1	1	ER	NA	NA	NA
GOLGA8T	483	1	0.107660455486542	479	0.651529410938355	1	NA	1	1	ER	NA	NA	NA
FAN1	483	2	0.0062111801242236	479	0.739423423844971	2	2	NA	NA	NA	2	0	0.0321744726043893
TRPM1	483	14	0.00147885241052943	479	0.777929814073386	14	14	NA	NA	NA	13	1	0.0321744726043893
ARHGAP11A	483	2	0.0486542443064182	479	0.781323021909957	2	2	NA	NA	NA	2	0	0.0321744726043893
SCG5	483	1	0.020703933747412	479	0.72657349266225	1	NA	1	1	ER	NA	NA	NA
FMN1	483	2	0.0320910973084886	479	0.0438054423704522	2	2	NA	NA	NA	2	0	0.0321744726043893
AVEN	483	1	0.0600414078674948	479	0.859939618663417	1	NA	8	8	ER	NA	NA	NA
CHRM5	483	1	0.0062111801242236	479	0.226240194495426	1	NA	4	4	ER	NA	NA	NA
PGBD4	483	2	0.0320910973084886	479	0.689960936227556	2	2	NA	NA	NA	2	0	0.0321744726043893
EMC4	483	1	0.0082815734989648	479	0.733381605286996	1	NA	1	1	ER	NA	NA	NA
NUTM1	483	2	0.0238095238095238	479	0.10789173796627	2	2	NA	NA	NA	2	0	0.0321744726043893
AQR	483	2	0.12008281573499	479	0.772944704473625	1	1	NA	NA	NA	1	0	0.0321744726043893
DPH6	483	1	0.140786749482402	479	0.801765830591818	1	NA	4	4	ER	NA	NA	NA
C15orf41	483	1	0.0227743271221532	479	0.692761134824942	1	NA	1	1	ER	NA	NA	NA
FAM98B	483	2	0.0538302277432712	479	0.0410791162359389	2	2	NA	NA	NA	2	0	0.0321744726043893
THBS1	483	2	0.067287784679089	479	0.254253141319706	2	2	NA	NA	NA	2	0	0.0321744726043893
FSIP1	483	6	0.0403726708074534	479	0.742849438602362	6	6	NA	NA	NA	4	2	0.0321744726043893
EIF2AK4	483	5	0.0111801242236025	479	0.725051572576383	5	5	NA	NA	NA	5	0	0.0321744726043893
BUB1B	483	2	0.0062111801242236	479	0.838056450960457	2	2	NA	NA	NA	2	0	0.0321744726043893
PAK6	483	3	0.00552104899930987	479	0.827229331023655	3	3	NA	NA	NA	3	0	0.0321744726043893
PLCB2	483	3	0.0303657694962043	479	0.0240881162056867	3	3	NA	NA	NA	3	0	0.0321744726043893
C15orf52	483	2	0.0093167701863354	479	0.83063443888399	2	2	NA	NA	NA	2	0	0.0321744726043893
DISP2	483	4	0.062111801242236	479	0.358963438607333	4	4	NA	NA	NA	4	0	0.0321744726043893
IVD	483	1	0.0041407867494824	479	0.719565119824417	1	NA	1	1	ER	NA	NA	NA
CHST14	483	2	0.025879917184265	479	0.8364854032238	2	2	NA	NA	NA	2	0	0.0321744726043893
RPUSD2	483	3	0.0172532781228433	479	0.0103656406624026	3	3	NA	NA	NA	3	0	0.0321744726043893
CASC5	483	5	0.0178053830227743	479	0.666939968426962	5	5	NA	NA	NA	5	0	0.0321744726043893
RMDN3	483	1	0.0973084886128364	479	0.704094101489145	1	NA	1	1	ER	NA	NA	NA
C15orf62	483	1	0	479	0.221374762876628	1	NA	1	1	ER	NA	NA	NA
ZFYVE19	483	5	0.0256728778467909	479	0.590149399598719	5	5	NA	NA	NA	5	0	0.0321744726043893
PPP1R14D	483	1	0.0041407867494824	479	0.223141949670439	1	NA	1	1	ER	NA	NA	NA
SPINT1	483	2	0.0921325051759834	479	0.722527053045933	1	1	NA	NA	NA	1	0	0.0321744726043893
INO80	483	3	0.0082815734989648	479	0.0605190279476291	3	3	NA	NA	NA	3	0	0.0321744726043893
EXD1	483	2	0.0072463768115942	479	0.311024114736083	2	2	NA	NA	NA	2	0	0.0321744726043893
NUSAP1	483	1	0.0144927536231884	479	0.327283292911773	1	NA	2	2	ER	NA	NA	NA
NDUFAF1	483	2	0.0010351966873706	479	0.228781488594909	2	2	NA	NA	NA	1	1	0.0321744726043893
LTK	483	2	0.0175983436853002	479	0.779354067272769	2	2	NA	NA	NA	2	0	0.0321744726043893
RPAP1	483	5	0.0695652173913043	479	0.728254348110749	4	4	NA	NA	NA	4	0	0.0321744726043893
TYRO3	483	3	0.0220841959972395	479	0.477567695963853	3	3	NA	NA	NA	3	0	0.0321744726043893
MGA	483	2	0.0279503105590062	479	0.836440443330917	2	2	NA	NA	NA	2	0	0.0321744726043893
MAPKBP1	483	1	0.0062111801242236	479	0.711442899485548	1	NA	1	1	ER	NA	NA	NA
PLA2G4B	483	1	0.0020703933747412	479	0.659810210891334	1	NA	1	1	ER	NA	NA	NA
SPTBN5	483	1	0.093167701863354	479	0.714078109515348	1	NA	1	1	ER	NA	NA	NA
PLA2G4E	483	3	0.0110420979986197	479	0.464489235557644	3	3	NA	NA	NA	2	1	0.0321744726043893
PLA2G4D	483	3	0.0082815734989648	479	0.0335160673441866	3	3	NA	NA	NA	3	0	0.0321744726043893
PLA2G4F	483	4	0.015527950310559	479	0.716183695750612	4	4	NA	NA	NA	4	0	0.0321744726043893
GANC	483	1	0.0351966873706004	479	0.227116728830677	1	NA	1	1	ER	NA	NA	NA
ZNF106	483	9	0.0404876926616057	479	0.134291437930052	8	8	NA	NA	NA	8	0	0.0321744726043893
LRRC57	483	1	0.0020703933747412	479	0.660907644857555	1	NA	1	1	ER	NA	NA	NA
STARD9	483	4	0.0289855072463768	479	0.10075557834672	4	4	NA	NA	NA	4	0	0.0321744726043893
CDAN1	483	3	0.000690131124913734	479	0.750104735712056	3	3	NA	NA	NA	3	0	0.0321744726043893
TTBK2	483	2	0.0041407867494824	479	0.0145094287357188	2	2	NA	NA	NA	2	0	0.0321744726043893
UBR1	483	2	0.0031055900621118	479	0.0595558336044314	2	2	NA	NA	NA	2	0	0.0321744726043893
CCNDBP1	483	3	0.0241545893719807	479	0.567317892547994	3	3	NA	NA	NA	3	0	0.0321744726043893
TGM5	483	1	0.0062111801242236	479	0.485340855885213	1	NA	4	4	ER	NA	NA	NA
TGM7	483	2	0.0600414078674948	479	0.118791318447299	2	2	NA	NA	NA	2	0	0.0321744726043893
ZSCAN29	483	1	0.0559006211180124	479	0.190553578790273	1	NA	1	1	ER	NA	NA	NA
TP53BP1	483	1	0.0041407867494824	479	0.692646653641111	1	NA	1	1	ER	NA	NA	NA
MAP1A	483	1	0.0124223602484472	479	0.210221931459461	1	NA	1	1	ER	NA	NA	NA
CKMT1B	483	1	0.0082815734989648	479	0.687966668378535	1	NA	1	1	ER	NA	NA	NA
STRC	483	1	0.0041407867494824	479	0.710103821158514	1	NA	1	1	ER	NA	NA	NA
CATSPER2	483	1	0	479	0.715697603896519	1	NA	1	1	ER	NA	NA	NA
SERINC4	483	2	0.0113871635610766	479	0.82202903306508	2	2	NA	NA	NA	2	0	0.0321744726043893
SPG11	483	5	0.00289855072463768	479	0.273389409503362	5	5	NA	NA	NA	5	0	0.0321744726043893
PATL2	483	2	0.0227743271221532	479	0.22119174357068	2	2	NA	NA	NA	2	0	0.0321744726043893
TRIM69	483	1	0.0062111801242236	479	0.732570898440636	1	NA	1	1	ER	NA	NA	NA
DUOX2	483	14	0.0158237207926649	479	0.491147065173903	14	14	NA	NA	NA	14	0	0.0321744726043893
DUOXA2	483	2	0	479	0.569124619078815	2	2	NA	NA	NA	2	0	0.0321744726043893
DUOXA1	483	1	0	479	0.784222758837619	1	NA	3	3	ER	NA	NA	NA
DUOX1	483	4	0.0269151138716356	479	0.0805092724184753	4	4	NA	NA	NA	4	0	0.0321744726043893
SLC28A2	483	4	0.0662525879917184	479	0.0806791846896399	4	4	NA	NA	NA	4	0	0.0321744726043893
C15orf48	483	2	0.0124223602484472	479	0.581126452778176	2	2	NA	NA	NA	2	0	0.0321744726043893
BLOC1S6	483	1	0.0020703933747412	479	0.659650027182925	1	NA	1	1	ER	NA	NA	NA
SQRDL	483	3	0.0227743271221532	479	0.306199990691834	3	3	NA	NA	NA	3	0	0.0321744726043893
SEMA6D	483	1	0.132505175983437	479	0.191107391781087	1	NA	1	1	ER	NA	NA	NA
SLC24A5	483	2	0.12111801242236	479	0.699598336281408	2	2	NA	NA	NA	2	0	0.0321744726043893
MYEF2	483	1	0.0662525879917184	479	0.821758697252938	1	NA	5	5	ER	NA	NA	NA
SLC12A1	483	6	0.0772946859903382	479	0.758881170638316	6	6	NA	NA	NA	6	0	0.0321744726043893
FBN1	483	1	0.0144927536231884	479	0.716873360520528	1	NA	1	1	ER	NA	NA	NA
CEP152	483	2	0.0662525879917184	479	0.777152789564338	2	2	NA	NA	NA	2	0	0.0321744726043893
SHC4	483	1	0.082815734989648	479	0.242059679926095	1	NA	1	1	ER	NA	NA	NA
SECISBP2L	483	2	0.0942028985507246	479	0.0523341480273861	2	2	NA	NA	NA	2	0	0.0321744726043893
GALK2	483	3	0.0455486542443064	479	0.760323273342831	3	3	NA	NA	NA	3	0	0.0321744726043893
FAM227B	483	4	0.0781573498964803	479	0.158485974697154	4	4	NA	NA	NA	4	0	0.0321744726043893
DTWD1	483	1	0.041407867494824	479	0.224914683021747	1	NA	1	1	ER	NA	NA	NA
ATP8B4	483	6	0.0793650793650794	479	0.0265376046324574	5	5	NA	NA	NA	5	0	0.0321744726043893
SLC27A2	483	1	0.020703933747412	479	0.727442361481204	1	NA	1	1	ER	NA	NA	NA
GABPB1	483	1	0.0683229813664596	479	0.0404351307647803	1	NA	6	5	ER	NA	NA	NA
USP8	483	2	0.041407867494824	479	0.276721796245694	2	2	NA	NA	NA	2	0	0.0321744726043893
USP50	483	1	0.0248447204968944	479	0.715368466588695	1	NA	1	1	ER	NA	NA	NA
TRPM7	483	2	0.010351966873706	479	0.568246529372618	2	2	NA	NA	NA	1	1	0.0321744726043893
SPPL2A	483	2	0.0165631469979296	479	0.727547968143142	2	2	NA	NA	NA	2	0	0.0321744726043893
AP4E1	483	1	0.0020703933747412	479	0.194353991699353	1	NA	1	1	ER	NA	NA	NA
GLDN	483	6	0.0144927536231884	479	0.260354200032941	6	6	NA	NA	NA	6	0	0.0321744726043893
DMXL2	483	2	0.0144927536231884	479	0.405059327114439	2	2	NA	NA	NA	2	0	0.0321744726043893
MAPK6	483	1	0.041407867494824	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
MYO5C	483	7	0.0325347530316474	479	0.739834864769447	7	7	NA	NA	NA	6	1	0.0321744726043893
MYO5A	483	1	0.0041407867494824	479	0.232001399369312	1	NA	1	1	ER	NA	NA	NA
FAM214A	483	1	0.0331262939958592	479	0.723276575213825	1	NA	1	1	ER	NA	NA	NA
ONECUT1	483	1	0.136645962732919	479	0.706020691111669	1	NA	1	1	ER	NA	NA	NA
WDR72	483	4	0.0527950310559006	479	0.271323236549164	4	4	NA	NA	NA	2	2	0.0321744726043893
RAB27A	483	1	0.0020703933747412	479	0.72537225987431	1	NA	1	1	ER	NA	NA	NA
CCPG1	483	3	0.0303657694962043	479	0.546031278760894	3	3	NA	NA	NA	3	0	0.0321744726043893
DYX1C1	483	3	0.0351966873706004	479	0.560976749976108	3	3	NA	NA	NA	1	2	0.0321744726043893
PYGO1	483	1	0.10351966873706	479	0.234606473773983	1	NA	1	1	ER	NA	NA	NA
PRTG	483	2	0.093167701863354	479	0.745727401143941	2	2	NA	NA	NA	2	0	0.0321744726043893
NEDD4	483	5	0.0273291925465838	479	0.719311576180218	5	5	NA	NA	NA	5	0	0.0321744726043893
RFX7	483	1	0.0455486542443064	479	0.694557277708194	1	NA	1	1	ER	NA	NA	NA
TEX9	483	3	0.0655624568668047	479	0.151734006715776	3	3	NA	NA	NA	3	0	0.0321744726043893
MNS1	483	2	0.0403726708074534	479	0.822346747149568	2	2	NA	NA	NA	2	0	0.0321744726043893
ZNF280D	483	2	0.0797101449275362	479	0.197900503055276	1	1	NA	NA	NA	1	0	0.0321744726043893
CGNL1	483	5	0.0062111801242236	479	0.284272043090074	5	5	NA	NA	NA	5	0	0.0321744726043893
MYZAP	483	1	0.0641821946169772	479	0.665633157471842	1	NA	1	1	ER	NA	NA	NA
POLR2M	483	1	0.072463768115942	479	0.198864290286511	1	NA	1	1	ER	NA	NA	NA
ALDH1A2	483	1	0.031055900621118	479	0.734596034732371	1	NA	1	1	ER	NA	NA	NA
LIPC	483	6	0.0131124913733609	479	0.185528029688486	6	6	NA	NA	NA	6	0	0.0321744726043893
FAM63B	483	1	0.0144927536231884	479	0.177990397122644	1	NA	3	3	ER	NA	NA	NA
SLTM	483	1	0.0227743271221532	479	0.711469531411495	1	NA	1	1	ER	NA	NA	NA
RNF111	483	1	0.0082815734989648	479	0.719565119824417	1	NA	1	1	ER	NA	NA	NA
CCNB2	483	1	0.0186335403726708	479	0.705661180243411	1	NA	1	1	ER	NA	NA	NA
MYO1E	483	3	0.00690131124913734	479	0.261676032134245	3	3	NA	NA	NA	3	0	0.0321744726043893
GCNT3	483	1	0.0476190476190476	479	0.116461249106702	1	NA	2	2	ER	NA	NA	NA
NARG2	483	2	0.0248447204968944	479	0.651902727820824	2	2	NA	NA	NA	2	0	0.0321744726043893
VPS13C	483	3	0.102139406487233	479	0.782733221085997	2	2	NA	NA	NA	2	0	0.0321744726043893
hsa-mir-7162	483	1	0.0269151138716356	479	0.223230224416223	1	NA	1	1	ER	NA	NA	NA
TLN2	483	7	0.0168589174800355	479	0.142170824923393	7	7	NA	NA	NA	7	0	0.0321744726043893
TPM1	483	1	0	479	0.195441328477694	1	NA	1	1	ER	NA	NA	NA
RAB8B	483	1	0.0082815734989648	479	0.746514646155729	1	NA	2	2	ER	NA	NA	NA
APH1B	483	1	0.0559006211180124	479	0.247883449141903	1	NA	1	1	ER	NA	NA	NA
CA12	483	1	0.0041407867494824	479	0.700073979838713	1	NA	2	2	ER	NA	NA	NA
DAPK2	483	1	0.010351966873706	479	0.708635043918884	1	NA	1	1	ER	NA	NA	NA
FAM96A	483	1	0.0041407867494824	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
SNX1	483	4	0.0082815734989648	479	0.230025476373466	4	4	NA	NA	NA	4	0	0.0321744726043893
PPIB	483	3	0.00276052449965493	479	0.651916472559522	3	3	NA	NA	NA	3	0	0.0321744726043893
TRIP4	483	1	0	479	0.0537995107743311	1	NA	3	3	ER	NA	NA	NA
ZNF609	483	2	0.0072463768115942	479	0.835037207294712	2	2	NA	NA	NA	2	0	0.0321744726043893
OAZ2	483	1	0.0124223602484472	479	0.206432666549483	1	NA	1	1	ER	NA	NA	NA
PIF1	483	4	0.0559006211180124	479	0.71219414669976	3	3	NA	NA	NA	3	0	0.0321744726043893
PLEKHO2	483	1	0.0041407867494824	479	0.65585681607421	1	NA	1	1	ER	NA	NA	NA
ANKDD1A	483	3	0.0282953761214631	479	0.551509118854646	3	3	NA	NA	NA	2	1	0.0321744726043893
MTFMT	483	3	0.0372670807453416	479	0.723703566661667	3	3	NA	NA	NA	3	0	0.0321744726043893
UBAP1L	483	1	0.175983436853002	479	0.22823852571701	1	NA	1	1	ER	NA	NA	NA
PDCD7	483	1	0	479	0.222492830059376	1	NA	1	1	ER	NA	NA	NA
CLPX	483	1	0	479	0.704073874686191	1	NA	1	1	ER	NA	NA	NA
CILP	483	5	0.0318840579710145	479	0.764120145970778	5	5	NA	NA	NA	5	0	0.0321744726043893
PARP16	483	3	0.0020703933747412	479	0.657743987763343	3	3	NA	NA	NA	3	0	0.0321744726043893
IGDCC4	483	2	0.109730848861284	479	0.303451971214436	2	2	NA	NA	NA	2	0	0.0321744726043893
DPP8	483	1	0.0144927536231884	479	0.732996168320232	1	NA	1	1	ER	NA	NA	NA
VWA9	483	2	0.0538302277432712	479	0.794341782295002	2	2	NA	NA	NA	2	0	0.0321744726043893
SLC24A1	483	1	0.0062111801242236	479	0.711469531411495	1	NA	1	1	ER	NA	NA	NA
MEGF11	483	2	0.0631469979296066	479	0.182145507303313	2	2	NA	NA	NA	2	0	0.0321744726043893
DIS3L	483	3	0.0800552104899931	479	0.617531233120866	3	3	NA	NA	NA	3	0	0.0321744726043893
ZWILCH	483	1	0.010351966873706	479	0.18170039026395	1	NA	3	3	ER	NA	NA	NA
LCTL	483	2	0.0652173913043478	479	0.750623367904423	2	2	NA	NA	NA	2	0	0.0321744726043893
AAGAB	483	4	0.0222567287784679	479	0.3512580354452	4	4	NA	NA	NA	4	0	0.0321744726043893
IQCH	483	3	0.0766045548654244	479	0.671655831057289	3	3	NA	NA	NA	3	0	0.0321744726043893
SKOR1	483	1	0.0600414078674948	479	0.431450932959699	1	NA	3	3	ER	NA	NA	NA
CALML4	483	3	0.0200138026224983	479	0.0698443730560917	3	3	NA	NA	NA	3	0	0.0321744726043893
FEM1B	483	1	0.151138716356108	479	0.732740616925404	1	NA	1	1	ER	NA	NA	NA
ITGA11	483	3	0.0186335403726708	479	0.698127672003897	3	3	NA	NA	NA	3	0	0.0321744726043893
SPESP1	483	1	0.0641821946169772	479	0.834915316208618	NA	NA	40	40	Firth	NA	NA	NA
NOX5	483	3	0.0455486542443064	479	0.00541262646665191	3	3	NA	NA	NA	3	0	0.0321744726043893
PAQR5	483	1	0.0082815734989648	479	0.730404440860138	1	NA	1	1	ER	NA	NA	NA
KIF23	483	2	0.0476190476190476	479	0.870033225192141	2	2	NA	NA	NA	1	1	0.0321744726043893
TLE3	483	1	0.122153209109731	479	0.229192024015895	1	NA	1	1	ER	NA	NA	NA
UACA	483	4	0.101966873706004	479	0.143222220385636	3	3	NA	NA	NA	3	0	0.0321744726043893
LARP6	483	1	0.0020703933747412	479	0.730404440860138	1	NA	1	1	ER	NA	NA	NA
LRRC49	483	1	0.140786749482402	479	0.708380242424548	1	NA	1	1	ER	NA	NA	NA
THSD4	483	1	0.0062111801242236	479	0.701924650091648	1	NA	1	1	ER	NA	NA	NA
NR2E3	483	1	0.0041407867494824	479	1	1	0	NA	NA	ER	NA	NA	NA
MYO9A	483	1	0.0269151138716356	479	0.826705948833496	NA	NA	26	25	Firth	NA	NA	NA
GRAMD2	483	4	0.0222567287784679	479	0.724484814633825	4	4	NA	NA	NA	4	0	0.0321744726043893
HEXA	483	2	0.0031055900621118	479	0.728303050685632	2	2	NA	NA	NA	2	0	0.0321744726043893
TMEM202	483	1	0.0144927536231884	479	0.843120564358457	1	NA	6	6	ER	NA	NA	NA
GOLGA6B	483	1	0.020703933747412	479	0.69490354136262	1	NA	1	1	ER	NA	NA	NA
HIGD2B	483	1	0	479	0.743378312531978	1	NA	2	2	ER	NA	NA	NA
NEO1	483	2	0.05175983436853	479	0.107681421013434	2	2	NA	NA	NA	2	0	0.0321744726043893
CD276	483	1	0.153209109730849	479	0.701924650091648	1	NA	1	1	ER	NA	NA	NA
TBC1D21	483	2	0.015527950310559	479	0.55214882497348	2	2	NA	NA	NA	2	0	0.0321744726043893
CCDC33	483	2	0.010351966873706	479	0.828387792566067	2	2	NA	NA	NA	2	0	0.0321744726043893
CYP11A1	483	3	0.00276052449965493	479	0.754867858786889	3	3	NA	NA	NA	3	0	0.0321744726043893
SEMA7A	483	1	0.0124223602484472	479	0.752150108950101	1	NA	2	2	ER	NA	NA	NA
CLK3	483	1	0.0144927536231884	479	0.72537225987431	1	NA	1	1	ER	NA	NA	NA
EDC3	483	1	0.062111801242236	479	0.674015615952225	1	NA	1	1	ER	NA	NA	NA
CYP1A1	483	4	0.0165631469979296	479	0.0421125546865364	4	4	NA	NA	NA	4	0	0.0321744726043893
CYP1A2	483	1	0.0393374741200828	479	0.705928966670214	1	NA	1	1	ER	NA	NA	NA
LMAN1L	483	1	0.0372670807453416	479	0.521267751359984	1	NA	5	5	ER	NA	NA	NA
CPLX3	483	1	0.0020703933747412	479	0.222492830059376	1	NA	1	1	ER	NA	NA	NA
SCAMP2	483	1	0.0124223602484472	479	0.727486364429948	1	NA	1	1	ER	NA	NA	NA
MPI	483	1	0	479	0.231541164686884	1	NA	1	1	ER	NA	NA	NA
FAM219B	483	1	0.0041407867494824	479	0.810589044350914	1	NA	4	4	ER	NA	NA	NA
PPCDC	483	2	0.0041407867494824	479	0.290451952954402	2	2	NA	NA	NA	2	0	0.0321744726043893
C15orf39	483	1	0.0144927536231884	479	0.415425827931087	1	NA	3	3	ER	NA	NA	NA
MAN2C1	483	2	0.0020703933747412	479	0.828388611468667	2	2	NA	NA	NA	2	0	0.0321744726043893
PTPN9	483	2	0.0041407867494824	479	0.0864975301672986	2	2	NA	NA	NA	2	0	0.0321744726043893
SNUPN	483	3	0.0227743271221532	479	0.405002258792605	3	3	NA	NA	NA	3	0	0.0321744726043893
CSPG4	483	1	0.0041407867494824	479	0.15059443167153	1	NA	6	6	ER	NA	NA	NA
FBXO22	483	2	0.031055900621118	479	0.828105014830261	2	2	NA	NA	NA	2	0	0.0321744726043893
ETFA	483	1	0.010351966873706	479	0.973808394434687	NA	NA	81	75	Firth	NA	NA	NA
SCAPER	483	2	0.0476190476190476	479	0.665083821512771	2	2	NA	NA	NA	1	1	0.0321744726043893
PSTPIP1	483	2	0.0579710144927536	479	0.0515079031784354	2	2	NA	NA	NA	2	0	0.0321744726043893
PEAK1	483	4	0.0486542443064182	479	0.395173062382369	4	4	NA	NA	NA	4	0	0.0321744726043893
RP11-114H24.2	483	1	0.0165631469979296	479	0.999878561698392	NA	NA	58	57	Firth	NA	NA	NA
TBC1D2B	483	1	0.0041407867494824	479	0.726673073356739	1	NA	1	1	ER	NA	NA	NA
SH2D7	483	1	0.0062111801242236	479	0.716532931892541	1	NA	1	1	ER	NA	NA	NA
ACSBG1	483	1	0.0062111801242236	479	0.661869126435678	1	NA	1	1	ER	NA	NA	NA
IREB2	483	1	0.0124223602484472	479	0.120935704219267	1	NA	2	2	ER	NA	NA	NA
HYKK	483	2	0.0175983436853002	479	0.14686280544373	2	2	NA	NA	NA	2	0	0.0321744726043893
CHRNA5	483	6	0.0358868184955141	479	0.262462305076024	6	6	NA	NA	NA	5	1	0.0321744726043893
CHRNA3	483	2	0.0993788819875776	479	0.19426613795492	2	2	NA	NA	NA	1	1	0.0321744726043893
CHRNB4	483	1	0.124223602484472	479	0.410687608497412	1	NA	3	3	ER	NA	NA	NA
ADAMTS7	483	1	0.0062111801242236	479	0.20960102602915	1	NA	1	1	ER	NA	NA	NA
RASGRF1	483	1	0	479	0.735831764779639	1	NA	1	1	ER	NA	NA	NA
ANKRD34C	483	2	0.056935817805383	479	0.830530298057734	2	2	NA	NA	NA	2	0	0.0321744726043893
TMED3	483	2	0	479	0.188054630970575	2	2	NA	NA	NA	2	0	0.0321744726043893
KIAA1024	483	3	0.0144927536231884	479	0.505693422249786	3	3	NA	NA	NA	3	0	0.0321744726043893
MTHFS	483	1	0.0020703933747412	479	0.716810969063627	1	NA	1	1	ER	NA	NA	NA
ST20	483	1	0.0041407867494824	479	0.232391690770823	1	NA	4	4	ER	NA	NA	NA
BCL2A1	483	1	0.0393374741200828	479	0.146642843282304	NA	NA	204	180	Firth	NA	NA	NA
FAH	483	4	0.0238095238095238	479	0.0731263219792964	4	4	NA	NA	NA	4	0	0.0321744726043893
KIAA1199	483	4	0.0093167701863354	479	0.228361785176326	4	4	NA	NA	NA	4	0	0.0321744726043893
IL16	483	3	0.0476190476190476	479	0.0496264864797553	3	3	NA	NA	NA	3	0	0.0321744726043893
TMC3	483	1	0.0269151138716356	479	0.225369036499343	NA	NA	25	25	Firth	NA	NA	NA
EFTUD1	483	1	0.0331262939958592	479	0.81145505283258	1	NA	4	4	ER	NA	NA	NA
FAM154B	483	2	0.0248447204968944	479	0.547425070288665	2	2	NA	NA	NA	1	1	0.0321744726043893
FSD2	483	2	0.0062111801242236	479	0.837692091119898	2	2	NA	NA	NA	2	0	0.0321744726043893
HOMER2	483	1	0.0041407867494824	479	0.841482168102685	1	NA	6	6	ER	NA	NA	NA
BNC1	483	1	0.0683229813664596	479	0.683858191730565	1	NA	1	1	ER	NA	NA	NA
ADAMTSL3	483	3	0.0945479641131815	479	0.759490642895069	3	3	NA	NA	NA	3	0	0.0321744726043893
ZSCAN2	483	2	0.0289855072463768	479	0.825273577032721	2	2	NA	NA	NA	2	0	0.0321744726043893
WDR73	483	1	0.0144927536231884	479	0.216464836889206	1	NA	1	1	ER	NA	NA	NA
ZNF592	483	2	0.0010351966873706	479	0.176723053039705	2	2	NA	NA	NA	2	0	0.0321744726043893
SLC28A1	483	2	0.0082815734989648	479	0.814760399274969	2	2	NA	NA	NA	2	0	0.0321744726043893
AKAP13	483	4	0.0119047619047619	479	0.026023147180076	4	4	NA	NA	NA	4	0	0.0321744726043893
AGBL1	483	6	0.0586611456176674	479	0.544306560212893	6	6	NA	NA	NA	6	0	0.0321744726043893
MRPL46	483	1	0.0082815734989648	479	0.247883449141903	1	NA	1	1	ER	NA	NA	NA
ACAN	483	4	0.0046583850931677	479	0.775273927567974	4	4	NA	NA	NA	4	0	0.0321744726043893
MFGE8	483	4	0.0005175983436853	479	0.146565185574535	4	4	NA	NA	NA	4	0	0.0321744726043893
FANCI	483	3	0.0020703933747412	479	0.139868794994444	3	3	NA	NA	NA	3	0	0.0321744726043893
POLG	483	13	0.0041407867494824	479	0.81880615124221	13	13	NA	NA	NA	13	0	0.0321744726043893
TICRR	483	4	0.0253623188405797	479	0.279860721752764	4	4	NA	NA	NA	4	0	0.0321744726043893
KIF7	483	2	0.025879917184265	479	0.833277765527273	2	2	NA	NA	NA	2	0	0.0321744726043893
PLIN1	483	4	0.0056935817805383	479	0.724093099182373	4	4	NA	NA	NA	4	0	0.0321744726043893
PEX11A	483	1	0.041407867494824	479	0.226314992079865	1	NA	1	1	ER	NA	NA	NA
WDR93	483	2	0.0093167701863354	479	0.393117481993444	2	2	NA	NA	NA	2	0	0.0321744726043893
MESP2	483	1	0.0683229813664596	479	0.216611530087878	1	NA	1	1	ER	NA	NA	NA
ANPEP	483	1	0.0041407867494824	479	0.672091560950036	1	NA	1	1	ER	NA	NA	NA
SEMA4B	483	1	0.17184265010352	479	0.701816038199524	1	NA	1	1	ER	NA	NA	NA
TTLL13	483	2	0.0031055900621118	479	0.353159339316177	2	2	NA	NA	NA	2	0	0.0321744726043893
NGRN	483	3	0.0200138026224983	479	0.691853251037728	3	3	NA	NA	NA	2	1	0.0321744726043893
IQGAP1	483	1	0.0041407867494824	479	0.227248474481003	1	NA	1	1	ER	NA	NA	NA
CRTC3	483	1	0.010351966873706	479	0.808743020629946	1	NA	4	4	ER	NA	NA	NA
BLM	483	5	0.00372670807453416	479	0.894179239110801	5	5	NA	NA	NA	4	1	0.0321744726043893
MAN2A2	483	1	0.0041407867494824	479	0.691464639741746	1	NA	1	1	ER	NA	NA	NA
