set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	n_vars_retained	n_vars_retained_cr	burden_skatw	burden_mbw	burden_lw	skat_skatw	skat_mbw	skat_lw	skato_skatw	skato_mbw	skato_lw	cr_skat	cr_burden	min_p
ITPKC	483	1	0.0144927536231884	479	1	1	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194	0.631757160244194
EGLN2	483	1	0.161490683229814	479	1	1	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037	0.231908433041037
CYP2A7	483	1	0.010351966873706	479	NA	NA	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595	0.581447449444595
CTC-490E21.13	483	2	0.087991718426501	479	2	2	0.74359362210656	0.74359362210656	0.74359362210656	0.8329942691258	0.8329942691258	0.8329942691258	0.8329942691258	0.8329942691258	0.8329942691258	0.802201404013417	0.832691584917508	0.74359362210656
CYP2B6	483	3	0.0144927536231884	479	3	3	0.826186575021073	0.760889728559773	0.826467832179425	0.0690762689800964	0.35089872715573	0.0690084636849442	0.0810243951263594	0.479076347921866	0.0809331979447782	0.404513088314168	1	0.0690084636849442
CYP2A13	483	2	0.0010351966873706	479	2	2	0.0542210619217715	0.0542210619217715	0.0542210619217715	0.146990973939996	0.146990973939996	0.146990973939996	0.0542210619217715	0.0542210619217715	0.0542210619217715	0.133486269015287	0.0207300574780483	0.0207300574780483
CYP2F1	483	1	0	479	1	1	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553	0.733662494501553
AXL	483	3	0.0200138026224983	479	3	3	0.767062946078407	0.460591119984631	0.767062946078407	0.833767125411626	0.833767125411626	0.833767125411626	0.945753105141687	0.728209690854243	0.945753105141687	0.723359451873498	0.702289040740056	0.460591119984631
CCDC97	483	1	0.0331262939958592	479	1	1	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939	0.73809656250939
TGFB1	483	1	0.0165631469979296	479	1	1	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694	0.195441328477694
EXOSC5	483	1	0.0082815734989648	479	1	1	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681	0.233818095329681
BCKDHA	483	1	0	479	1	1	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091	0.108219976474091
B3GNT8	483	1	0.165631469979296	479	1	1	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873	0.409606177727873
ATP5SL	483	1	0.041407867494824	479	1	1	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645	0.701124809904645
CEACAM21	483	3	0.0138026224982747	479	3	3	0.499402986888773	0.371637729112367	0.543346278259534	0.54448298291017	0.604956286885749	0.543346278259534	0.547239913093236	0.47677218686775	0.543333868425209	0.59137064603107	0.571526042672845	0.371637729112367
CEACAM6	483	2	0.0279503105590062	479	1	2	0.203418027417612	0.203418027417612	0.203418027417612	0.203418027417612	0.203418027417612	0.203418027417612	0.203418027417612	0.203418027417612	0.203418027417612	0.137585681489954	0.129796913097729	0.129796913097729
CEACAM3	483	1	0.010351966873706	479	1	1	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891	0.740668043711891
DMRTC2	483	1	0.010351966873706	479	1	1	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807	0.228925865664807
RPS19	483	1	0	479	1	1	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115	0.73804531682115
ZNF526	483	1	0	479	1	1	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535	0.687966668378535
MEGF8	483	1	0.0144927536231884	479	1	1	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183	0.416630261209183
LIPE	483	1	0.130434782608696	479	1	1	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562	0.482517773019562
CEACAM1	483	3	0.00759144237405107	479	3	3	0.967379009786619	0.704450165859537	0.835914587823078	0.225792117189839	0.225792117189839	0.225792117189839	0.290755870632435	0.290755870632435	0.290755870632435	0.157499909810719	0.78217706452672	0.157499909810719
CEACAM8	483	2	0.0248447204968944	479	2	2	0.34508865154078	0.34508865154078	0.34508865154078	0.520625061869064	0.520625061869064	0.520625061869064	0.520625061869064	0.520625061869064	0.520625061869064	0.644781458495477	0.246043534616334	0.246043534616334
PSG3	483	1	0.0372670807453416	479	1	1	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861	0.692600159546861
PSG8	483	2	0.0186335403726708	479	2	2	0.0837302038948562	0.0712465533710178	0.186171435430186	0.223968235119751	0.202180635113004	0.296854778436958	0.116890059663479	0.104435844507289	0.206699570262947	0.202320561708119	0.202320561708119	0.0712465533710178
PSG6	483	1	0.0062111801242236	479	1	1	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221	0.697622824974221
PSG7	483	1	0.0144927536231884	479	NA	NA	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158	0.34074754117158
PSG2	483	1	0.0124223602484472	479	1	1	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198	0.66320264779198
PSG5	483	2	0.041407867494824	479	2	2	0.335317016289475	0.335317016289475	0.335317016289475	0.488737374455796	0.488737374455796	0.488737374455796	0.488737374455796	0.488737374455796	0.488737374455796	0.585776766736713	0.244187757044766	0.244187757044766
PSG4	483	2	0.025879917184265	479	2	2	0.110286962073179	0.110286962073179	0.110286962073179	0.288712741200537	0.288712741200537	0.288712741200537	0.288712741200537	0.288712741200537	0.288712741200537	0.277827572926963	0.11074975348124	0.110286962073179
PSG9	483	4	0.0419254658385093	479	4	4	0.784106464798532	0.776956347943852	0.635731309491042	0.567992377511466	0.607847819994276	0.539049248218002	0.721652328378135	0.778722482102172	0.672034611531503	0.681695312683234	0.795973979152005	0.539049248218002
CD177	483	1	0.0890269151138716	479	1	1	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238	0.751638144402238
TEX101	483	2	0.082815734989648	479	1	1	0.731055546128371	0.731055546128371	0.731055546128371	0.731055546128371	0.731055546128371	0.731055546128371	0.731055546128371	0.731055546128371	0.731055546128371	0.722019308035743	0.722019308035743	0.722019308035743
PHLDB3	483	1	0.0331262939958592	479	1	1	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926	0.345034708361926
ETHE1	483	1	0.0041407867494824	479	1	1	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229	0.694654594810229
XRCC1	483	3	0.0510697032436163	479	2	2	0.101463277840755	0.101463277840755	0.101463277840755	0.101463277840755	0.101463277840755	0.101463277840755	0.101463277840755	0.101463277840755	0.101463277840755	0.167536995120457	0.0722526428393627	0.0722526428393627
SRRM5	483	2	0.005175983436853	479	2	2	0.74914271944245	0.74914271944245	0.74914271944245	0.862489548832425	0.862489548832425	0.862489548832425	0.862489548832425	0.862489548832425	0.862489548832425	0.622606791306645	0.836263454642617	0.622606791306645
PLAUR	483	1	0.0082815734989648	479	1	1	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751	0.688716121267751
SMG9	483	1	0.0269151138716356	479	1	1	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927
ZNF404	483	3	0.0372670807453416	479	3	3	0.414811116085689	0.185795877056229	0.444626050580453	0.628891762132551	0.554335599314105	0.638071103764047	0.538124426372455	0.268615038809698	0.569614221410192	0.633489586734051	0.498216025326368	0.185795877056229
ZNF45	483	1	0.0227743271221532	479	1	1	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881	0.146832925230881
ZNF221	483	2	0.005175983436853	479	2	2	0.216695635331256	0.205957766802063	0.693943790525199	0.335981912014286	0.508456251113845	0.693943790525199	0.241620349732777	0.292696060786996	0.69764585628413	0.343436829362499	0.221937183437247	0.205957766802063
ZNF155	483	1	0.010351966873706	479	1	1	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241	0.0574313128587241
ZNF222	483	2	0.0031055900621118	479	2	2	0.756345934815684	0.756345934815684	0.756345934815684	0.482681048937407	0.482681048937407	0.482681048937407	0.844948449809983	0.844948449809983	0.844948449809983	0.614820878904512	0.79863916044959	0.482681048937407
ZNF223	483	2	0.0124223602484472	479	2	2	0.17862057929344	0.0620223802352122	0.17862057929344	0.272342418826757	0.272342418826757	0.272342418826757	0.17862057929344	0.0620223802352122	0.17862057929344	0.19313387991409	0.0433394805061631	0.0433394805061631
ZNF225	483	1	0.0062111801242236	479	1	1	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731	0.223926064733731
ZNF234	483	2	0.098343685300207	479	1	1	0.350670524884728	0.350670524884728	0.350670524884728	0.350670524884728	0.350670524884728	0.350670524884728	0.350670524884728	0.350670524884728	0.350670524884728	0.363740461496332	0.363740461496332	0.350670524884728
ZNF226	483	7	0.0224785566400473	479	7	7	0.0889731461361058	0.0889731461361058	0.0889731461361058	0.293214734151443	0.293214734151443	0.293214734151443	0.122984519709733	0.122984519709733	0.122984519709733	0.303840954718304	0.0617315278447439	0.0617315278447439
ZNF227	483	3	0.00897170462387854	479	3	3	0.905133593048546	0.905133593048546	0.905133593048546	0.0948664069514539	0.0948664069514539	0.0948664069514539	0.0948664069514539	0.0948664069514539	0.0948664069514539	0.152449947869891	0.836403889626821	0.0948664069514539
ZNF233	483	3	0.00552104899930987	479	3	3	0.541018383156084	0.541018383156084	0.541018383156084	0.455704202194482	0.455704202194482	0.455704202194482	0.583402056528496	0.697458559668364	0.583402056528496	0.371367672626938	0.475707907281708	0.371367672626938
ZNF235	483	2	0.0403726708074534	479	2	2	0.448902591932609	0.389620455547566	0.448902591932609	0.882411061758493	0.882411061758493	0.882411061758493	0.509616849162572	0.509616849162572	0.509616849162572	0.769905708566935	0.512034054730712	0.389620455547566
ZNF112	483	1	0.0372670807453416	479	1	1	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324	0.721026132376324
ZNF285	483	1	0.0351966873706004	479	1	1	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399	0.691647834096399
ZNF229	483	4	0.0460662525879917	479	4	4	0.260087237712871	0.101717460443025	0.236268153010314	0.170576307760347	0.0736362001434191	0.166716517328228	0.231422642758777	0.103443717789405	0.220254817455687	0.0565499993894987	0.0786303602551642	0.0565499993894987
IGSF23	483	1	0.0041407867494824	479	1	1	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472	0.212569598195472
CBLC	483	2	0.0548654244306418	479	2	2	0.0838782850526844	0.123389468457409	0.044831565914482	0.0420449409421823	0.0887182312276418	0.0342913805387047	0.0607558668002539	0.117412778166202	0.0469514060758642	0.0890265999763364	0.0890265999763364	0.0342913805387047
TOMM40	483	1	0.0144927536231884	479	1	1	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422
APOC2	483	1	0.0020703933747412	479	1	1	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527	0.330662289404527
CLPTM1	483	1	0.0455486542443064	479	1	1	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544	0.193759910558544
GEMIN7	483	1	0.0766045548654244	479	1	1	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111	0.692646653641111
EXOC3L2	483	1	0.072463768115942	479	1	1	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734	0.227658586995734
CKM	483	1	0.0082815734989648	479	1	1	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243	0.23431207015243
KLC3	483	2	0.145962732919255	479	1	1	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.233184653928927	0.204661679734447	0.204661679734447	0.204661679734447
ERCC2	483	6	0.00586611456176674	479	6	6	0.114249754933943	0.114249754933943	0.114249754933943	0.0764586136453303	0.0764586136453303	0.0764586136453303	0.0764586136453303	0.0764586136453303	0.0764586136453303	0.077226604478485	0.0586680772086412	0.0586680772086412
CD3EAP	483	2	0.020703933747412	479	2	2	0.371479489433261	0.371479489433261	0.371479489433261	0.618406340133747	0.618406340133747	0.618406340133747	0.618406340133747	0.618406340133747	0.618406340133747	0.824026984288231	0.685658223932243	0.371479489433261
ERCC1	483	1	0	479	1	1	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421	0.65585681607421
EML2	483	4	0.0657349896480331	479	3	3	0.324418468237915	0.0751736005839899	0.638269505018983	0.683730387732155	0.181082667808485	0.791417684431915	0.437805356179677	0.116329436627109	0.79610856085077	0.15660235891783	0.134610581026254	0.0751736005839899
GIPR	483	3	0.112491373360939	479	1	1	0.227548976514547	0.227548976514547	0.227548976514547	0.227548976514547	0.227548976514547	0.227548976514547	0.227548976514547	0.227548976514547	0.227548976514547	0.199821158844154	0.199821158844154	0.199821158844154
QPCTL	483	4	0.0113871635610766	479	4	4	0.992413957028447	0.644100771513758	0.992413957028447	0.177269074059877	0.294501943512058	0.177269074059877	0.238549010734654	0.450026604637356	0.238549010734654	0.180929652703684	0.760626884134325	0.177269074059877
AC074212.3	483	2	0.0579710144927536	479	2	2	0.527178384531724	0.829337034290792	0.527165743587788	0.527165743241764	0.725407317676665	0.527165743587789	0.527185451814367	0.859647566887521	0.527167881894198	0.695980340290968	1	0.527165743241764
RSPH6A	483	1	0.182194616977226	479	1	1	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951	0.170290153414951
CCDC61	483	1	0.0579710144927536	479	1	1	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519	0.715697603896519
IGFL3	483	1	0.126293995859213	479	1	1	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246	0.20126796902246
CCDC8	483	1	0.082815734989648	479	1	1	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645	0.712605003082645
PTGIR	483	1	0.0062111801242236	479	1	1	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627	0.208920279774627
GNG8	483	1	0.105590062111801	479	1	1	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442	0.730073382492442
PRKD2	483	2	0.129399585921325	479	2	2	0.882376578192136	0.882376578192136	0.882376578192136	0.534382305539932	0.534382305539932	0.534382305539932	0.882376578192136	0.882376578192136	0.882376578192136	0.58748084994434	0.850742818081112	0.534382305539932
STRN4	483	1	0.118012422360248	479	1	1	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829	0.705370564928829
ARHGAP35	483	3	0.0151828847481021	479	3	3	0.412232561831001	0.412232561831001	0.412232561831001	0.522101888229215	0.522101888229215	0.522101888229215	0.712851849432852	0.712851849432852	0.712851849432852	0.491833480213229	0.499721779805354	0.412232561831001
C5AR1	483	1	0.031055900621118	479	1	1	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422	0.191739341179422
C5AR2	483	1	0.101449275362319	479	1	1	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432	0.655552979530432
DHX34	483	2	0.0238095238095238	479	2	2	0.744836338102193	0.744836338102193	0.744836338102193	0.838271731952494	0.838271731952494	0.838271731952494	0.838271731952494	0.838271731952494	0.838271731952494	0.832960323795959	0.833584983283398	0.744836338102193
KPTN	483	2	0.0072463768115942	479	2	2	0.75433564084038	0.75433564084038	0.75433564084038	0.530969253687489	0.530969253687489	0.530969253687489	0.861523962743105	0.861523962743105	0.861523962743105	0.593558485382948	0.820431958351026	0.530969253687489
SEPW1	483	1	0.0020703933747412	479	1	1	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621	0.225580312654621
SULT2A1	483	1	0.0124223602484472	479	1	1	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214	0.705928966670214
ELSPBP1	483	4	0.0574534161490683	479	4	4	0.657084909666726	0.852316704818704	0.731469302086163	0.576169661717909	0.633266468966432	0.60355130854323	0.74284793276734	0.799693031667662	0.761068481758962	0.566224633860786	0.807516621256263	0.566224633860786
CABP5	483	1	0.0372670807453416	479	NA	NA	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074	0.652355423848074
PLA2G4C	483	4	0.0227743271221532	479	4	4	0.801687986455661	0.465243340524714	0.67740621318804	0.646224690684897	0.420346997560144	0.739780586953761	0.784726043015682	0.592991715778154	0.804122950567122	0.520711797898806	0.54026079119086	0.420346997560144
LIG1	483	4	0.0383022774327122	479	4	4	0.971610230346479	0.774700672411584	0.971610230346479	0.507682702370145	0.504316130773739	0.507682702370145	0.654924482175478	0.719124341662038	0.654924482175478	0.500620968454391	0.777594406220796	0.500620968454391
CARD8	483	4	0.0113871635610766	479	3	4	0.709347031898101	0.737025248120711	0.722393266563988	0.712346301146078	0.638347268576072	0.733393494768701	0.846754299023653	0.800374482531673	0.848289188257233	0.668603109120759	0.958434120076306	0.638347268576072
CCDC114	483	1	0.0269151138716356	479	1	1	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455	0.212243861663455
TMEM143	483	1	0.124223602484472	479	1	1	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384	0.713735941237384
SYNGR4	483	2	0.0403726708074534	479	2	2	0.718550658104504	0.555171521662337	0.901893074281789	0.960303255437182	0.960303255437182	0.960303255437182	0.880838186902567	0.816701783764798	0.959371827847997	1	1	0.555171521662337
GRWD1	483	1	0.010351966873706	479	1	1	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305	0.657567481809305
KCNJ14	483	3	0.00345065562456867	479	3	3	0.166246567877032	0.166246567877032	0.166246567877032	0.711307985268717	0.711307985268717	0.711307985268717	0.234203386049535	0.234203386049535	0.234203386049535	0.721496978712033	0.107215101754889	0.107215101754889
FAM83E	483	1	0.130434782608696	479	1	1	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036	0.672091560950036
FUT2	483	1	0.0082815734989648	479	1	1	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701	0.605344888759701
MAMSTR	483	1	0.0683229813664596	479	1	1	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109	0.717930526004109
BCAT2	483	1	0.0020703933747412	479	1	1	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113	0.744023834126113
HSD17B14	483	2	0.0196687370600414	479	2	2	0.316224086063233	0.189173010502787	0.523359076230435	0.536452646803128	0.346058424224462	0.674350130696085	0.429160318018572	0.268144942826782	0.601976890855969	0.306578958141108	0.306578958141108	0.189173010502787
PLEKHA4	483	2	0.0134575569358178	479	2	2	0.938206485996692	0.938206485996692	0.938206485996692	0.275266091749233	0.275266091749233	0.275266091749233	0.415611670847719	0.415611670847719	0.415611670847719	0.175573669616824	0.745774659414989	0.175573669616824
PPP1R15A	483	2	0.0113871635610766	479	2	2	0.0853106476499732	0.0853106476499732	0.0853106476499732	0.216122915516022	0.216122915516022	0.216122915516022	0.115396136017158	0.115396136017158	0.115396136017158	0.169408984364456	0.0766841624025002	0.0766841624025002
TULP2	483	1	0.0124223602484472	479	1	1	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347	0.728305734326347
DHDH	483	1	0.0062111801242236	479	1	1	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968	0.702629567666968
FTL	483	2	0.0289855072463768	479	2	2	0.505631112830761	0.863328052243271	0.505599482966059	0.505599482781139	0.280607191900469	0.505599482966059	0.505598527848137	0.387188464646906	0.505593666467087	0.298149795503105	0.298149795503105	0.280607191900469
GYS1	483	1	0.0041407867494824	479	1	1	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724	0.23949972334724
RUVBL2	483	1	0.0124223602484472	479	1	1	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596	0.213744807194596
NTF4	483	1	0.0165631469979296	479	1	1	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664	0.23222846973664
KCNA7	483	1	0	479	1	1	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007	0.72493278973007
PPFIA3	483	1	0.0041407867494824	479	1	1	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443	0.722204291222443
HRC	483	3	0.064872325741891	479	2	2	0.924569483824267	0.759739151934123	0.924569483824267	0.774003716296403	0.774003716296403	0.774003716296403	0.924569483824267	0.924569483824267	0.924569483824267	0.745168668405662	0.793675070139298	0.745168668405662
TRPM4	483	6	0.005175983436853	479	6	6	0.00850225861936784	0.00850225861936784	0.00850225861936784	0.150717525697965	0.247657895278169	0.145154496180247	0.00976613855334939	0.0152841417814962	0.00976613855334939	0.130216686097341	0.0049572942100549	0.0049572942100549
TEAD2	483	2	0.0031055900621118	479	2	2	0.0810802470093277	0.0810802470093277	0.0810802470093277	0.195952864299748	0.195952864299748	0.195952864299748	0.129092624703713	0.195952864299748	0.129092624703713	0.103009602028567	0.0511036290860067	0.0511036290860067
