set	n_cases_init	n_vars_init	missed_genotypes_fraction_init	n_cases_retained	p_val	n_vars_total	n_vars_tested	ma_count	n_cases_with_ma	method_for_p_assessment	rare_vars_tested	common_vars_tested	cutoff
ENDOV	483	1	0.0082815734989648	479	0.57239124870955	NA	NA	32	31	Firth	NA	NA	NA
RPTOR	483	1	0.0062111801242236	479	0.691464639741746	1	NA	1	1	ER	NA	NA	NA
AZI1	483	2	0.0900621118012422	479	0.73809656250939	2	1	1	1	ER	NA	NA	NA
SLC38A10	483	1	0.0041407867494824	479	0.200481341887996	1	NA	1	1	ER	NA	NA	NA
FSCN2	483	1	0.0124223602484472	479	0.105059478406216	1	NA	2	2	ER	NA	NA	NA
GCGR	483	2	0.0196687370600414	479	0.920908424943804	2	2	9	9	ER	NA	NA	NA
PPP1R27	483	1	0.020703933747412	479	0.743649660889498	1	NA	1	1	ER	NA	NA	NA
PYCR1	483	1	0	479	0.71915209694211	1	NA	1	1	ER	NA	NA	NA
MYADML2	483	1	0.101449275362319	479	0.242116288683934	NA	NA	28	26	Firth	NA	NA	NA
NOTUM	483	1	0.124223602484472	479	0.716517818884788	1	NA	1	1	ER	NA	NA	NA
DUS1L	483	1	0.0062111801242236	479	0.660357667587394	1	NA	1	1	ER	NA	NA	NA
FASN	483	1	0.0020703933747412	479	0.641563165338066	1	NA	1	1	ER	NA	NA	NA
CCDC57	483	2	0.0269151138716356	479	0.46963220969321	2	2	209	181	MA	NA	NA	NA
SLC16A3	483	1	0.020703933747412	479	0.711442899485548	1	NA	1	1	ER	NA	NA	NA
TEX19	483	1	0.151138716356108	479	0.228254765421225	1	NA	1	1	ER	NA	NA	NA
OGFOD3	483	2	0.0393374741200828	479	0.904224938409485	2	2	4	4	ER	NA	NA	NA
NARF	483	1	0	479	0.383139828338961	1	NA	8	8	ER	NA	NA	NA
FOXK2	483	2	0.0393374741200828	479	0.840432059207996	2	2	2	2	ER	NA	NA	NA
WDR45B	483	1	0	479	0.699021284572657	1	NA	1	1	ER	NA	NA	NA
FN3KRP	483	1	0.0020703933747412	479	0.724541769317505	1	NA	1	1	ER	NA	NA	NA
FN3K	483	1	0	479	0.732570898440636	1	NA	1	1	ER	NA	NA	NA
ZNF750	483	1	0.0186335403726708	479	0.755156869277655	1	NA	2	2	ER	NA	NA	NA
B3GNTL1	483	2	0.0786749482401656	479	0.714623273872704	2	1	1	1	ER	NA	NA	NA
CETN1	483	1	0.0144927536231884	479	0.64770410839684	NA	NA	126	118	Firth	NA	NA	NA
ENOSF1	483	5	0.0173913043478261	479	0.240764436757194	5	5	6	5	ER	NA	NA	NA
METTL4	483	1	0.0082815734989648	479	0.714078109515348	1	NA	1	1	ER	NA	NA	NA
NDC80	483	1	0.0082815734989648	479	0.631757160244194	1	NA	1	1	ER	NA	NA	NA
EMILIN2	483	3	0.0324361628709455	479	0.73914848265524	3	3	5	5	ER	NA	NA	NA
LPIN2	483	2	0.0062111801242236	479	0.314790133858494	2	2	2	2	ER	NA	NA	NA
MYOM1	483	6	0.0169082125603865	479	0.753579527085321	6	6	6	6	ER	NA	NA	NA
L3MBTL4	483	1	0.0186335403726708	479	0.710726549834097	1	NA	1	1	ER	NA	NA	NA
LAMA1	483	12	0.00293305728088337	479	0.420099871052664	12	12	25	25	ER.A	NA	NA	NA
LRRC30	483	2	0.0238095238095238	479	0.318437656879383	2	2	4	4	ER	NA	NA	NA
SOGA2	483	5	0.0194616977225673	479	0.158140250197967	5	5	5	5	ER	NA	NA	NA
ANKRD12	483	1	0.109730848861284	479	0.228925865664807	1	NA	1	1	ER	NA	NA	NA
RAB31	483	1	0.0144927536231884	479	0.705661180243411	1	NA	1	1	ER	NA	NA	NA
APCDD1	483	1	0.0062111801242236	479	0.331936862552656	1	NA	2	2	ER	NA	NA	NA
PIEZO2	483	7	0.0384501626737652	479	0.207451935218108	7	6	21	21	ER.A	NA	NA	NA
MPPE1	483	2	0.0227743271221532	479	0.411782064576837	2	2	3	3	ER	NA	NA	NA
ANKRD62	483	1	0.0165631469979296	479	0.357024847953273	1	NA	7	7	ER	NA	NA	NA
CIDEA	483	3	0.00690131124913734	479	0.0770855384378922	3	3	7	7	ER	NA	NA	NA
AFG3L2	483	1	0.0020703933747412	479	0.419956471475628	1	NA	3	3	ER	NA	NA	NA
SPIRE1	483	1	0.010351966873706	479	0.727933378987146	1	NA	1	1	ER	NA	NA	NA
CEP76	483	1	0.0124223602484472	479	0.708635043918884	1	NA	1	1	ER	NA	NA	NA
PSMG2	483	1	0.0041407867494824	479	1	0	0	NA	NA	NA	NA	NA	NA
CEP192	483	7	0.0174504584442473	479	0.821250224074986	7	7	118	88	MA	NA	NA	NA
FAM210A	483	4	0.0305383022774327	479	0.338870339754196	4	4	4	4	ER	NA	NA	NA
MC2R	483	1	0.0062111801242236	479	0.38637270328738	1	NA	3	3	ER	NA	NA	NA
ANKRD30B	483	1	0.0393374741200828	479	0.66550347247882	1	NA	1	1	ER	NA	NA	NA
GREB1L	483	3	0.00276052449965493	479	0.453701736868426	3	3	4	4	ER	NA	NA	NA
ESCO1	483	1	0.0020703933747412	479	0.673621693257551	1	NA	1	1	ER	NA	NA	NA
MIB1	483	2	0.067287784679089	479	0.11062000170933	2	2	2	2	ER	NA	NA	NA
CTAGE1	483	1	0	479	0.729324385826771	1	NA	1	1	ER	NA	NA	NA
RBBP8	483	3	0.0041407867494824	479	0.63015671609077	3	3	3	3	ER	NA	NA	NA
CABLES1	483	2	0.0041407867494824	479	0.559161260333123	2	2	2	2	ER	NA	NA	NA
RIOK3	483	2	0.0610766045548654	479	0.439895380050958	2	2	6	6	ER	NA	NA	NA
NPC1	483	4	0.0062111801242236	479	0.856992820933327	4	4	4	4	ER	NA	NA	NA
LAMA3	483	2	0	479	0.542899806478214	2	2	2	2	ER	NA	NA	NA
TTC39C	483	1	0.0165631469979296	479	0.716323317888923	1	NA	1	1	ER	NA	NA	NA
CABYR	483	1	0.020703933747412	479	0.691118745050601	1	NA	1	1	ER	NA	NA	NA
OSBPL1A	483	1	0.020703933747412	479	0.603182405505882	1	NA	1	1	ER	NA	NA	NA
IMPACT	483	1	0.0331262939958592	479	0.687966668378535	1	NA	1	1	ER	NA	NA	NA
ZNF521	483	1	0.041407867494824	479	0.234606473773983	1	NA	1	1	ER	NA	NA	NA
PSMA8	483	1	0.107660455486542	479	0.694654594810229	1	NA	1	1	ER	NA	NA	NA
AQP4	483	1	0.0020703933747412	479	0.683858191730565	1	NA	1	1	ER	NA	NA	NA
DSC3	483	4	0.0367494824016563	479	0.925245427245256	4	3	5	5	ER	NA	NA	NA
DSC2	483	3	0.0331262939958592	479	0.688976077374277	3	3	16	16	ER	NA	NA	NA
DSC1	483	5	0.0525879917184265	479	0.427964160330903	5	5	113	106	MA	NA	NA	NA
DSG1	483	7	0.0275066548358474	479	0.0624810179683453	7	6	158	143	MA	NA	NA	NA
DSG4	483	4	0.0036231884057971	479	0.747990781716283	4	4	11	11	ER	NA	NA	NA
DSG3	483	3	0.0489993098688751	479	0.0233100963890048	3	3	44	42	MA	NA	NA	NA
DSG2	483	4	0.0056935817805383	479	0.651255931095795	4	4	7	7	ER	NA	NA	NA
RNF125	483	1	0.0124223602484472	479	0.206970342834142	1	NA	1	1	ER	NA	NA	NA
MEP1B	483	5	0.0124223602484472	479	0.827678554699319	5	5	20	19	ER	NA	NA	NA
GAREM	483	2	0.124223602484472	479	0.789889656540017	2	2	2	2	ER	NA	NA	NA
CCDC178	483	1	0.0165631469979296	479	0.230528877656628	1	NA	4	4	ER	NA	NA	NA
DTNA	483	3	0.0165631469979296	479	0.166067301373858	3	3	4	3	ER	NA	NA	NA
ZSCAN30	483	2	0.020703933747412	479	0.903539739077263	2	2	4	4	ER	NA	NA	NA
ZNF24	483	1	0.0124223602484472	479	0.670752663018321	1	NA	1	1	ER	NA	NA	NA
ZNF396	483	1	0.0082815734989648	479	0.670868607635734	1	NA	1	1	ER	NA	NA	NA
INO80C	483	2	0.0455486542443064	479	0.82994996111691	2	2	2	2	ER	NA	NA	NA
C18orf21	483	2	0.0031055900621118	479	0.866375997946422	2	2	2	2	ER	NA	NA	NA
ELP2	483	7	0.013013901212659	479	0.55302103295391	7	7	7	7	ER	NA	NA	NA
MOCOS	483	2	0.0082815734989648	479	0.106257417421074	2	2	2	2	ER	NA	NA	NA
FHOD3	483	1	0.0124223602484472	479	0.224780201004271	1	NA	1	1	ER	NA	NA	NA
RIT2	483	1	0.0683229813664596	479	0.157572432515399	1	NA	1	1	ER	NA	NA	NA
SETBP1	483	5	0.00745341614906832	479	0.671963134156504	5	5	8	8	ER	NA	NA	NA
EPG5	483	4	0.010351966873706	479	0.391116861190269	4	4	421	319	MA	NA	NA	NA
PSTPIP2	483	1	0.0124223602484472	479	0.694077809824837	1	NA	1	1	ER	NA	NA	NA
LOXHD1	483	5	0.0182194616977226	479	0.119629722361249	5	5	37	37	ER.A	NA	NA	NA
ST8SIA5	483	1	0.0331262939958592	479	0.717930526004109	1	NA	1	1	ER	NA	NA	NA
TCEB3B	483	6	0.015527950310559	479	0.251525013329866	6	6	36	21	ER.A	NA	NA	NA
KATNAL2	483	2	0.0486542443064182	479	0.0816990437501651	2	2	2	2	ER	NA	NA	NA
LIPG	483	2	0.0041407867494824	479	0.250828887067946	2	2	2	2	ER	NA	NA	NA
ACAA2	483	1	0.010351966873706	479	0.210608687081049	1	NA	1	1	ER	NA	NA	NA
MYO5B	483	6	0.00552104899930987	479	0.797029172829317	6	5	5	5	ER	NA	NA	NA
CCDC11	483	2	0.0082815734989648	479	0.417428478912697	2	2	8	8	ER	NA	NA	NA
CXXC1	483	1	0.0144927536231884	479	0.667640899121317	1	NA	1	1	ER	NA	NA	NA
SKA1	483	1	0.0144927536231884	479	0.216903828515903	1	NA	1	1	ER	NA	NA	NA
MAPK4	483	1	0.0289855072463768	479	0.65585681607421	1	NA	1	1	ER	NA	NA	NA
MRO	483	1	0.0124223602484472	479	0.0430410202946299	1	NA	5	5	ER	NA	NA	NA
ME2	483	1	0.0248447204968944	479	0.204585579066257	1	NA	1	1	ER	NA	NA	NA
ELAC1	483	1	0.0869565217391304	479	0.23000012597197	1	NA	1	1	ER	NA	NA	NA
DCC	483	2	0.0393374741200828	479	0.855217842039023	2	2	2	2	ER	NA	NA	NA
POLI	483	2	0.0631469979296066	479	0.684699450079597	2	2	30	28	ER.A	NA	NA	NA
STARD6	483	1	0.020703933747412	479	0.446456337185165	NA	NA	25	25	Firth	NA	NA	NA
C18orf54	483	1	0.0041407867494824	479	0.229855781548204	1	NA	1	1	ER	NA	NA	NA
CCDC68	483	1	0.0393374741200828	479	0.731350206239707	NA	NA	35	35	Firth	NA	NA	NA
TCF4	483	1	0.0662525879917184	479	0.73804531682115	1	NA	1	1	ER	NA	NA	NA
WDR7	483	1	0.093167701863354	479	0.705661180243411	1	NA	1	1	ER	NA	NA	NA
ONECUT2	483	1	0.0393374741200828	479	0.727442361481204	1	NA	1	1	ER	NA	NA	NA
FECH	483	4	0.010351966873706	479	0.686744226243905	4	4	219	163	MA	NA	NA	NA
NARS	483	3	0.0151828847481021	479	0.928913595757626	3	3	3	3	ER	NA	NA	NA
ATP8B1	483	3	0.00552104899930987	479	0.280637262553972	3	3	9	9	ER	NA	NA	NA
ALPK2	483	9	0.0402576489533011	479	0.551832002337161	9	9	502	366	MA	NA	NA	NA
MALT1	483	1	0.10351966873706	479	0.196608744793669	1	NA	1	1	ER	NA	NA	NA
GRP	483	1	0.0538302277432712	479	0.960855219757489	NA	NA	30	28	Firth	NA	NA	NA
CCBE1	483	2	0.0186335403726708	479	0.0931508810872891	2	2	2	2	ER	NA	NA	NA
MC4R	483	1	0	479	0.646899378515263	1	NA	1	1	ER	NA	NA	NA
PIGN	483	3	0.0462387853692202	479	0.547974314604101	3	2	9	8	ER	NA	NA	NA
KIAA1468	483	1	0.0289855072463768	479	0.215387112445676	1	NA	1	1	ER	NA	NA	NA
TNFRSF11A	483	1	0	479	0.696847956291264	1	NA	1	1	ER	NA	NA	NA
PHLPP1	483	1	0.031055900621118	479	0.683344414983612	1	NA	1	1	ER	NA	NA	NA
SERPINB5	483	1	0.0434782608695652	479	0.661869126435678	1	NA	1	1	ER	NA	NA	NA
SERPINB13	483	2	0.0507246376811594	479	0.103563339492475	2	2	2	2	ER	NA	NA	NA
SERPINB3	483	1	0.13871635610766	479	0.404929077887385	NA	NA	27	26	Firth	NA	NA	NA
SERPINB11	483	3	0.100069013112491	479	1	3	3	414	184	MA	NA	NA	NA
SERPINB7	483	1	0.0807453416149068	479	0.681216971199856	1	NA	1	1	ER	NA	NA	NA
SERPINB2	483	2	0.143892339544513	479	0.229592736239587	2	1	1	1	ER	NA	NA	NA
HMSD	483	1	0.010351966873706	479	0.726287436885822	1	NA	1	1	ER	NA	NA	NA
SERPINB8	483	2	0.0496894409937888	479	0.757784299214858	2	2	394	316	MA	NA	NA	NA
CDH19	483	3	0.100069013112491	479	0.093902671553109	3	2	2	2	ER	NA	NA	NA
DSEL	483	4	0.0031055900621118	479	0.70655518628239	4	4	7	7	ER	NA	NA	NA
CCDC102B	483	2	0.072463768115942	479	0.809964710736914	2	2	2	2	ER	NA	NA	NA
DOK6	483	1	0.0227743271221532	479	0.803695187998176	1	NA	3	3	ER	NA	NA	NA
RTTN	483	5	0.0260869565217391	479	0.943506693619696	5	5	29	29	ER.A	NA	NA	NA
FBXO15	483	1	0.0269151138716356	479	0.718166768624179	1	NA	1	1	ER	NA	NA	NA
TIMM21	483	3	0.00345065562456867	479	0.0807418302925334	3	3	4	4	ER	NA	NA	NA
FAM69C	483	1	0.0269151138716356	479	0.744023834126113	1	NA	1	1	ER	NA	NA	NA
CNDP1	483	1	0	479	0.863031742898716	1	NA	8	8	ER	NA	NA	NA
ZNF407	483	1	0.0062111801242236	479	0.727442361481204	1	NA	1	1	ER	NA	NA	NA
ZADH2	483	1	0.0662525879917184	479	0.227548976514547	1	NA	1	1	ER	NA	NA	NA
TSHZ1	483	3	0.0234644582470669	479	0.89550351466701	3	3	3	3	ER	NA	NA	NA
ZNF516	483	1	0.0144927536231884	479	0.659810210891334	1	NA	1	1	ER	NA	NA	NA
ZNF236	483	2	0.0072463768115942	479	0.313275373257498	2	2	2	2	ER	NA	NA	NA
GALR1	483	1	0.0165631469979296	479	0.716532931892541	1	NA	1	1	ER	NA	NA	NA
SALL3	483	1	0.0041407867494824	479	0.747382203554775	1	NA	2	2	ER	NA	NA	NA
ATP9B	483	2	0.0031055900621118	479	0.0985731449034805	2	2	2	2	ER	NA	NA	NA
CTDP1	483	2	0.0113871635610766	479	0.792534730778976	2	2	2	2	ER	NA	NA	NA
PPAP2C	483	3	0.0579710144927536	479	0.857683742690615	3	2	3	3	ER	NA	NA	NA
THEG	483	3	0.0379572118702554	479	0.395085116141509	3	3	61	56	MA	NA	NA	NA
SHC2	483	1	0.0993788819875776	479	0.191739341179422	1	NA	1	1	ER	NA	NA	NA
ODF3L2	483	1	0.165631469979296	479	0.692646653641111	1	NA	1	1	ER	NA	NA	NA
PRSS57	483	1	0.15527950310559	479	0.704094101489145	1	NA	2	1	ER	NA	NA	NA
MISP	483	1	0.010351966873706	479	0.143145939648322	1	NA	10	10	ER	NA	NA	NA
MED16	483	1	0.0165631469979296	479	0.707992355831948	1	NA	1	1	ER	NA	NA	NA
TMEM259	483	1	0.062111801242236	479	0.668494524148606	1	NA	1	1	ER	NA	NA	NA
CNN2	483	1	0.0144927536231884	479	0.603182405505882	1	NA	1	1	ER	NA	NA	NA
ABCA7	483	1	0.0062111801242236	479	0.407983341616077	1	NA	3	3	ER	NA	NA	NA
PLK5	483	3	0.15527950310559	479	0.743368056890558	3	1	1	1	ER	NA	NA	NA
TCF3	483	1	0.109730848861284	479	0.228691157749574	1	NA	1	1	ER	NA	NA	NA
ATP8B3	483	6	0.0224292615596963	479	0.0332231790051137	6	6	7	7	ER	NA	NA	NA
REXO1	483	1	0.182194616977226	479	0.208147872674457	1	NA	1	1	ER	NA	NA	NA
SCAMP4	483	2	0.105590062111801	479	0.811851184622211	2	2	2	2	ER	NA	NA	NA
IZUMO4	483	1	0	479	0.728117068255603	1	NA	1	1	ER	NA	NA	NA
PLEKHJ1	483	1	0.10351966873706	479	0.713735941237384	1	NA	1	1	ER	NA	NA	NA
TMPRSS9	483	3	0.0172532781228433	479	0.540767477714508	3	3	6	6	ER	NA	NA	NA
ZNF554	483	4	0.0041407867494824	479	0.701220623999915	4	4	4	4	ER	NA	NA	NA
ZNF555	483	2	0.0062111801242236	479	0.270458394125342	2	2	2	2	ER	NA	NA	NA
ZNF556	483	2	0.0020703933747412	479	0.686160651280948	2	2	10	10	ER	NA	NA	NA
ZNF77	483	2	0.005175983436853	479	0.0500035674519721	2	2	47	46	MA	NA	NA	NA
TLE2	483	1	0.101449275362319	479	0.102657461692058	1	NA	2	2	ER	NA	NA	NA
TJP3	483	3	0.0282953761214631	479	0.500411872190894	3	3	6	6	ER	NA	NA	NA
APBA3	483	1	0.151138716356108	479	0.727486364429948	1	NA	1	1	ER	NA	NA	NA
RAX2	483	2	0.12008281573499	479	0.112261212819765	2	1	24	24	ER.A	NA	NA	NA
ZFR2	483	3	0.0372670807453416	479	0.21501242189791	3	3	25	25	ER.A	NA	NA	NA
ATCAY	483	1	0.0041407867494824	479	0.730174987411484	1	NA	1	1	ER	NA	NA	NA
SHD	483	1	0.194616977225673	479	0.711550860292544	1	NA	1	1	ER	NA	NA	NA
MPND	483	2	0.0807453416149068	479	0.0689670803767828	2	2	7	7	ER	NA	NA	NA
SH3GL1	483	1	0.0062111801242236	479	0.719565119824417	1	NA	1	1	ER	NA	NA	NA
UBXN6	483	1	0.0062111801242236	479	0.735334917412685	1	NA	1	1	ER	NA	NA	NA
PLIN4	483	3	0.0110420979986197	479	0.880736938703263	3	3	3	3	ER	NA	NA	NA
SEMA6B	483	1	0.0496894409937888	479	0.357805204764594	1	NA	2	2	ER	NA	NA	NA
DPP9	483	2	0.126293995859213	479	0.816271330664813	2	1	4	4	ER	NA	NA	NA
ARRDC5	483	1	0.0041407867494824	479	0.20968415256967	1	NA	1	1	ER	NA	NA	NA
PTPRS	483	1	0.0062111801242236	479	0.756562902205233	1	NA	2	2	ER	NA	NA	NA
LONP1	483	1	0.0041407867494824	479	0.324118420721611	1	NA	6	6	ER	NA	NA	NA
CATSPERD	483	2	0.0393374741200828	479	0.302449669045325	2	2	5	5	ER	NA	NA	NA
DUS3L	483	1	0.0331262939958592	479	0.733381605286996	1	NA	1	1	ER	NA	NA	NA
FUT6	483	2	0.0134575569358178	479	0.516521865717253	2	2	38	38	ER.A	NA	NA	NA
FUT3	483	1	0.0372670807453416	479	0.134373431514906	1	NA	14	14	ER	NA	NA	NA
ACSBG2	483	1	0.0082815734989648	479	0.872946584648916	1	NA	9	9	ER	NA	NA	NA
ACER1	483	1	0.0455486542443064	479	0.734087042389437	1	NA	1	1	ER	NA	NA	NA
KHSRP	483	1	0.0020703933747412	479	0.228691157749574	1	NA	1	1	ER	NA	NA	NA
SLC25A41	483	3	0.0759144237405107	479	0.507532849260702	3	3	51	48	MA	NA	NA	NA
SLC25A23	483	1	0.0372670807453416	479	0.0966250537456869	1	NA	2	2	ER	NA	NA	NA
CRB3	483	1	0.0807453416149068	479	0.733381605286996	1	NA	1	1	ER	NA	NA	NA
DENND1C	483	1	0.17184265010352	479	0.207197024463648	1	NA	1	1	ER	NA	NA	NA
TNFSF9	483	1	0.0351966873706004	479	0.833631124042363	1	NA	5	5	ER	NA	NA	NA
C3	483	2	0	479	0.902299734845272	2	2	4	4	ER	NA	NA	NA
GPR108	483	4	0.0082815734989648	479	0.0132251098530759	4	4	4	4	ER	NA	NA	NA
TRIP10	483	1	0.105590062111801	479	0.657005584533432	1	NA	1	1	ER	NA	NA	NA
EMR1	483	6	0.0262249827467219	479	0.0284356564866886	6	6	14	14	ER	NA	NA	NA
ZNF557	483	1	0.010351966873706	479	0.115890820974319	1	NA	2	2	ER	NA	NA	NA
INSR	483	1	0.0041407867494824	479	0.26234895295576	1	NA	10	10	ER	NA	NA	NA
ARHGEF18	483	1	0	479	0.109600432823409	1	NA	2	2	ER	NA	NA	NA
C19orf45	483	1	0.0973084886128364	479	0.659810210891334	1	NA	1	1	ER	NA	NA	NA
PNPLA6	483	1	0.0041407867494824	479	0.224914683021747	1	NA	1	1	ER	NA	NA	NA
CAMSAP3	483	2	0.0186335403726708	479	0.236930405656413	2	2	2	2	ER	NA	NA	NA
XAB2	483	1	0.0082815734989648	479	0.475530286557367	1	NA	4	4	ER	NA	NA	NA
STXBP2	483	2	0.020703933747412	479	0.62301563741395	2	2	13	13	ER	NA	NA	NA
C19orf59	483	1	0.0041407867494824	479	0.0582549308893286	1	NA	3	3	ER	NA	NA	NA
CLEC4M	483	1	0.0165631469979296	479	0.238225390234172	1	NA	4	4	ER	NA	NA	NA
LRRC8E	483	3	0.0172532781228433	479	0.199505483892749	3	3	4	4	ER	NA	NA	NA
TIMM44	483	1	0.0062111801242236	479	0.834064917268887	1	NA	5	5	ER	NA	NA	NA
FBN3	483	3	0.0276052449965493	479	0.782009620230697	3	3	13	13	ER	NA	NA	NA
CERS4	483	1	0.0020703933747412	479	0.732996168320232	1	NA	1	1	ER	NA	NA	NA
CD320	483	1	0.0020703933747412	479	0.202850750314134	1	NA	1	1	ER	NA	NA	NA
ANGPTL4	483	2	0.0714285714285714	479	0.345046608663167	2	2	2	2	ER	NA	NA	NA
PRAM1	483	1	0.105590062111801	479	0.780389016148886	1	NA	3	3	ER	NA	NA	NA
MYO1F	483	2	0.0031055900621118	479	0.843236927106901	2	2	2	2	ER	NA	NA	NA
ADAMTS10	483	2	0.0952380952380952	479	0.805352315384993	2	1	4	4	ER	NA	NA	NA
MUC16	483	1	0.111801242236025	479	0.194353991699353	1	NA	1	1	ER	NA	NA	NA
OR1M1	483	3	0.00483091787439614	479	0.689698946111108	3	3	3	3	ER	NA	NA	NA
OR7G1	483	2	0.0175983436853002	479	0.702694562370996	2	2	161	144	MA	NA	NA	NA
OR7G3	483	2	0.0010351966873706	479	0.82904677164185	2	2	46	45	MA	NA	NA	NA
ZNF317	483	1	0.0041407867494824	479	0.405868603036918	1	NA	3	3	ER	NA	NA	NA
OR7E24	483	1	0.0041407867494824	479	0.694654594810229	1	NA	1	1	ER	NA	NA	NA
ZNF699	483	2	0.0062111801242236	479	0.784995232634247	2	2	2	2	ER	NA	NA	NA
ZNF559	483	6	0.00862663906142167	479	0.311496486334623	6	5	7	7	ER	NA	NA	NA
ZNF559-ZNF177	483	2	0.0186335403726708	479	0.870420925888833	2	2	2	2	ER	NA	NA	NA
ZNF266	483	3	0.00690131124913734	479	0.0679697186048737	3	3	13	13	ER	NA	NA	NA
ZNF121	483	1	0.0020703933747412	479	0.690048735721063	1	NA	1	1	ER	NA	NA	NA
ZNF561	483	3	0.0448585231193927	479	0.182553635556131	3	3	5	5	ER	NA	NA	NA
ZNF562	483	1	0.0144927536231884	479	0.696289910784645	1	NA	1	1	ER	NA	NA	NA
ZNF812	483	4	0.0217391304347826	479	0.624956500398475	4	4	75	69	MA	NA	NA	NA
ZNF846	483	5	0.00910973084886128	479	0.38430838320793	5	5	9	9	ER	NA	NA	NA
RDH8	483	4	0.0087991718426501	479	0.388862480035051	4	4	4	4	ER	NA	NA	NA
ANGPTL6	483	1	0.0020703933747412	479	0.222213748124594	1	NA	1	1	ER	NA	NA	NA
PPAN	483	2	0.0341614906832298	479	0.320131338429737	2	2	2	2	ER	NA	NA	NA
DNMT1	483	1	0.0020703933747412	479	0.724314727862831	1	NA	1	1	ER	NA	NA	NA
MRPL4	483	1	0.0786749482401656	479	0.24612228515285	1	NA	1	1	ER	NA	NA	NA
ICAM1	483	1	0.0020703933747412	479	0.701422448893735	1	NA	1	1	ER	NA	NA	NA
ICAM3	483	2	0.0010351966873706	479	0.59578972115403	2	2	2	2	ER	NA	NA	NA
TYK2	483	2	0.0289855072463768	479	0.924471453891522	2	2	13	13	ER	NA	NA	NA
KEAP1	483	1	0.0020703933747412	479	0.724924523053342	1	NA	1	1	ER	NA	NA	NA
AP1M2	483	1	0.0890269151138716	479	0.220270443656783	1	NA	1	1	ER	NA	NA	NA
SLC44A2	483	1	0.0041407867494824	479	0.808706491022954	1	NA	4	4	ER	NA	NA	NA
DNM2	483	1	0.0372670807453416	479	0.229243160385598	1	NA	1	1	ER	NA	NA	NA
LDLR	483	4	0.0119047619047619	479	0.155196946840098	4	4	7	7	ER	NA	NA	NA
DOCK6	483	4	0.0424430641821946	479	0.221850635158021	4	4	17	17	ER	NA	NA	NA
C19orf80	483	1	0.0124223602484472	479	0.784083200267652	1	NA	3	3	ER	NA	NA	NA
TSPAN16	483	2	0.0031055900621118	479	0.896601474979693	2	2	6	6	ER	NA	NA	NA
SWSAP1	483	1	0.020703933747412	479	0.307390989170644	1	NA	6	6	ER	NA	NA	NA
EPOR	483	1	0.0144927536231884	479	0.325859376417534	1	NA	6	6	ER	NA	NA	NA
RGL3	483	1	0.173913043478261	479	0.329957875561868	1	NA	2	2	ER	NA	NA	NA
CCDC151	483	1	0.0041407867494824	479	0.849177947993568	1	NA	6	6	ER	NA	NA	NA
ECSIT	483	1	0.0020703933747412	479	0.719565119824417	1	NA	1	1	ER	NA	NA	NA
CNN1	483	1	0	479	0.20661222023267	1	NA	1	1	ER	NA	NA	NA
ELOF1	483	1	0.05175983436853	479	0.202062476864011	1	NA	1	1	ER	NA	NA	NA
ACP5	483	1	0.0020703933747412	479	0.70170199852982	1	NA	1	1	ER	NA	NA	NA
ZNF627	483	1	0.0062111801242236	479	0.731086467853721	1	NA	1	1	ER	NA	NA	NA
ZNF823	483	2	0.0062111801242236	479	0.815627139299104	2	2	2	2	ER	NA	NA	NA
ZNF441	483	1	0.0041407867494824	479	0.193759910558544	1	NA	1	1	ER	NA	NA	NA
ZNF491	483	3	0.0489993098688751	479	0.514417747743778	3	3	3	2	ER	NA	NA	NA
ZNF440	483	2	0.0062111801242236	479	0.8518680342048	2	2	3	3	ER	NA	NA	NA
ZNF439	483	2	0.015527950310559	479	0.623308580474427	2	2	2	2	ER	NA	NA	NA
ZNF700	483	4	0.0025879917184265	479	0.346950878335903	4	4	4	4	ER	NA	NA	NA
ZNF763	483	1	0.0062111801242236	479	0.73809656250939	1	NA	1	1	ER	NA	NA	NA
ZNF433	483	3	0.00552104899930987	479	0.13229405323221	3	3	3	3	ER	NA	NA	NA
ZNF878	483	1	0.0165631469979296	479	0.0813827699655467	NA	NA	83	80	Firth	NA	NA	NA
ZNF844	483	3	0.0082815734989648	479	0.726351294433994	3	3	10	10	ER	NA	NA	NA
ZNF788	483	1	0.0041407867494824	479	0.711469531411495	1	NA	1	1	ER	NA	NA	NA
ZNF44	483	4	0.0062111801242236	479	0.139674187269471	4	4	10	10	ER	NA	NA	NA
ZNF563	483	3	0.00966183574879227	479	0.777137499360077	3	3	23	22	ER.A	NA	NA	NA
ZNF442	483	3	0.0407177363699103	479	0.541469497829924	3	3	3	3	ER	NA	NA	NA
ZNF799	483	1	0.010351966873706	479	0.726070484816554	1	NA	1	1	ER	NA	NA	NA
ZNF443	483	5	0.0186335403726708	479	0.724461339232671	5	5	731	434	MA	NA	NA	NA
ZNF709	483	1	0.161490683229814	479	0.733381605286996	1	NA	1	1	ER	NA	NA	NA
ZNF564	483	1	0.0041407867494824	479	0.223230224416223	1	NA	1	1	ER	NA	NA	NA
ZNF490	483	1	0.0041407867494824	479	0.691573882118589	1	NA	1	1	ER	NA	NA	NA
ZNF791	483	1	0.0041407867494824	479	0.72657349266225	1	NA	1	1	ER	NA	NA	NA
MAN2B1	483	3	0.0262249827467219	479	0.247865953123698	3	3	3	3	ER	NA	NA	NA
