Gene	Estimate	SE	P.Wald	P.LRT	P.Score
1433	RDX	13.59	535.411	0.98	0.236	0.312
1434	RNASE2	13.593	535.411	0.98	0.236	0.312
1435	RP11-455G16.1	-13.59	535.411	0.98	0.236	0.313
1436	SH2D4A	13.59	535.411	0.98	0.236	0.312
1437	SLC2A11	13.593	535.411	0.98	0.236	0.312
1438	SLC7A2	13.592	535.411	0.98	0.236	0.314
1439	SPATA19	-13.585	535.411	0.98	0.236	0.313
1440	TBATA	-13.587	535.411	0.98	0.236	0.313
1441	TEK	-13.587	535.411	0.98	0.236	0.313
1442	TMEM192	13.585	535.411	0.98	0.236	0.313
1443	TMEM215	-13.585	535.411	0.98	0.236	0.313
1444	TRDV2	13.587	535.411	0.98	0.236	0.313
1445	TRIM4	-13.602	535.411	0.98	0.236	0.313
1446	TRIM54	13.59	535.411	0.98	0.236	0.312
1447	TSSK3	13.59	535.411	0.98	0.236	0.312
1448	TUBE1	13.587	535.411	0.98	0.236	0.313
1449	TWISTNB	-13.592	535.411	0.98	0.236	0.313
1450	TYRO3	13.593	535.411	0.98	0.236	0.312
1451	URB1	13.585	535.411	0.98	0.236	0.313
1452	ZNF334	-13.59	535.411	0.98	0.236	0.313
1453	AC096579.7	13.579	535.411	0.98	0.237	0.315
1454	ADGB	-13.587	535.411	0.98	0.237	0.315
1455	AKNAD1	13.579	535.411	0.98	0.237	0.315
1456	ANKHD1	6.794	267.706	0.98	0.237	0.315
1457	ANKRD12	-13.582	535.411	0.98	0.237	0.314
1458	C12orf29	-13.582	535.411	0.98	0.237	0.314
1459	C19orf81	-13.587	535.411	0.98	0.237	0.315
1460	C3orf84	13.586	535.411	0.98	0.237	0.314
1461	C4orf21	13.588	535.411	0.98	0.237	0.315
1462	C8orf56	13.586	535.411	0.98	0.237	0.314
1463	CCDC174	-13.587	535.411	0.98	0.237	0.315
1464	CCNI	13.592	535.411	0.98	0.237	0.315
1465	CD160	13.579	535.411	0.98	0.237	0.315
1466	DDX60L	13.579	535.411	0.98	0.237	0.315
1467	DMRTC2	-13.582	535.411	0.98	0.237	0.314
1468	DNAJC21	-13.587	535.411	0.98	0.237	0.315
1469	DSC3	-0.356	0.311	0.251	0.237	0.242
1470	ENPP3	-13.587	535.411	0.98	0.237	0.315
1471	ETV6	-13.585	535.411	0.98	0.237	0.314
1472	FNDC9	13.588	535.411	0.98	0.237	0.314
1473	GCNT1	13.588	535.411	0.98	0.237	0.315
1474	GOLGA8S	-13.587	535.411	0.98	0.237	0.314
1475	GOLPH3	-13.587	535.411	0.98	0.237	0.315
1476	HEATR4	13.579	535.411	0.98	0.237	0.315
1477	HIST1H2BA	-13.582	535.411	0.98	0.237	0.314
1478	IPPK	13.588	535.411	0.98	0.237	0.314
1479	KIAA1033	-13.582	535.411	0.98	0.237	0.314
1480	LIMS2	13.589	535.411	0.98	0.237	0.314
1481	LINC00619	-13.587	535.411	0.98	0.237	0.315
1482	LPIN1	-13.582	535.411	0.98	0.237	0.314
1483	MAP7D3	-13.582	535.411	0.98	0.237	0.314
1484	MBL2	13.579	535.411	0.98	0.237	0.315
1485	MMP20	-13.583	535.411	0.98	0.237	0.314
1486	NT5C1B	13.588	535.411	0.98	0.237	0.314
1487	OR1J1	-0.713	0.62	0.25	0.237	0.241
1488	PGLYRP4	13.586	535.411	0.98	0.237	0.314
1489	PHACTR2	-13.582	535.411	0.98	0.237	0.314
1490	PPP2R3A	-13.589	535.411	0.98	0.237	0.314
1491	PRB1	-13.583	535.411	0.98	0.237	0.314
1492	PRM2	-13.582	535.411	0.98	0.237	0.314
1493	PRR5L	13.586	535.411	0.98	0.237	0.314
1494	RBPJL	-13.584	535.411	0.98	0.237	0.315
1495	SCARA5	13.583	535.411	0.98	0.237	0.314
1496	SCARF2	13.58	535.411	0.98	0.237	0.315
1497	SGOL1	-13.582	535.411	0.98	0.237	0.314
1498	SLC10A7	-13.587	535.411	0.98	0.237	0.314
1499	SMC6	-13.584	535.411	0.98	0.237	0.315
1500	SNX1	-13.587	535.411	0.98	0.237	0.314
1501	SPG11	-13.585	535.411	0.98	0.237	0.314
1502	SUMO4	13.579	535.411	0.98	0.237	0.315
1503	TRIM69	13.588	535.411	0.98	0.237	0.314
1504	TRPM8	13.583	535.411	0.98	0.237	0.314
1505	VEZT	-13.582	535.411	0.98	0.237	0.314
1506	WAPAL	13.592	535.411	0.98	0.237	0.315
1507	WDR89	13.583	535.411	0.98	0.237	0.314
1508	YBX2	13.586	535.411	0.98	0.237	0.314
1509	ZCCHC5	-13.584	535.411	0.98	0.237	0.315
1510	ZNF107	13.589	535.411	0.98	0.237	0.314
1511	ABCA7	13.574	535.411	0.98	0.238	0.316
1512	AC011294.3	13.574	535.411	0.98	0.238	0.316
1513	ADSSL1	13.58	535.411	0.98	0.238	0.316
1514	AGMAT	-13.585	535.411	0.98	0.238	0.316
1515	AMICA1	-13.575	535.411	0.98	0.238	0.316
1516	AP4B1	13.58	535.411	0.98	0.238	0.316
1517	APPL1	13.575	535.411	0.98	0.238	0.316
1518	ARHGEF7	13.579	535.411	0.98	0.238	0.316
1519	AUP1	-13.585	535.411	0.98	0.238	0.316
1520	BUB1B	-13.577	535.411	0.98	0.238	0.316
1521	C11orf1	13.58	535.411	0.98	0.238	0.316
1522	C11orf16	13.573	535.411	0.98	0.238	0.316
1523	C3orf83	-13.578	535.411	0.98	0.238	0.315
1524	C9orf170	13.576	535.411	0.98	0.238	0.316
1525	CCDC50	13.575	535.411	0.98	0.238	0.316
1526	CHTOP	-13.627	535.411	0.98	0.238	0.315
1527	CKMT2	13.575	535.411	0.98	0.238	0.316
1528	CPA5	-13.585	535.411	0.98	0.238	0.316
1529	CYP4F31P	13.574	535.411	0.98	0.238	0.316
1530	DCUN1D2	-13.575	535.411	0.98	0.238	0.316
1531	DPH3	13.579	535.411	0.98	0.238	0.316
1532	DPRX	13.573	535.411	0.98	0.238	0.316
1533	DRAP1	13.574	535.411	0.98	0.238	0.316
1534	DYRK4	13.576	535.411	0.98	0.238	0.316
1535	ERVMER34-1	-13.575	535.411	0.98	0.238	0.316
1536	FAAH2	13.58	535.411	0.98	0.238	0.316
1537	FAM194A	-13.585	535.411	0.98	0.238	0.316
1538	FARS2	13.573	535.411	0.98	0.238	0.316
1539	FASTKD3	13.579	535.411	0.98	0.238	0.316
1540	FOXRED2	13.576	535.411	0.98	0.238	0.316
1541	GOLGA8R	-13.578	535.411	0.98	0.238	0.315
1542	HBD	13.58	535.411	0.98	0.238	0.316
1543	HMOX2	13.573	535.411	0.98	0.238	0.316
1544	HSPA2	13.58	535.411	0.98	0.238	0.316
1545	KCNK12	-13.575	535.411	0.98	0.238	0.316
1546	KRTAP10-8	13.573	535.411	0.98	0.238	0.316
1547	LCLAT1	-13.627	535.411	0.98	0.238	0.315
1548	MAPK6	-13.627	535.411	0.98	0.238	0.315
1549	MRPL40	-13.627	535.411	0.98	0.238	0.315
1550	MTG2	13.58	535.411	0.98	0.238	0.316
1551	MT-ND1	-6.792	267.706	0.98	0.238	0.316
1552	NAA40	-13.577	535.411	0.98	0.238	0.316
1553	NRAP	-13.577	535.411	0.98	0.238	0.316
1554	OR5W2	-13.627	535.411	0.98	0.238	0.315
1555	OR6B2	-13.627	535.411	0.98	0.238	0.315
1556	PDZK1	13.58	535.411	0.98	0.238	0.316
1557	PLEKHA5	13.58	535.411	0.98	0.238	0.316
1558	PPAP2C	-13.585	535.411	0.98	0.238	0.316
1559	PSIP1	-13.577	535.411	0.98	0.238	0.316
1560	RIT2	-13.575	535.411	0.98	0.238	0.316
1561	SKIV2L	-13.627	535.411	0.98	0.238	0.315
1562	SLC25A13	13.58	535.411	0.98	0.238	0.316
1563	SLC27A3	-13.627	535.411	0.98	0.238	0.315
1564	SMPD4	-13.577	535.411	0.98	0.238	0.316
1565	SPAG6	13.579	535.411	0.98	0.238	0.316
1566	TAF2	-13.585	535.411	0.98	0.238	0.316
1567	TDRD9	13.586	535.411	0.98	0.238	0.315
1568	TES	-13.577	535.411	0.98	0.238	0.316
1569	TEX14	13.574	535.411	0.98	0.238	0.316
1570	TGM2	-13.627	535.411	0.98	0.238	0.315
1571	THAP9	13.573	535.411	0.98	0.238	0.316
1572	TMEM14B	-13.58	535.411	0.98	0.238	0.316
1573	TRANK1	13.58	535.411	0.98	0.238	0.316
1574	TRMT10A	-13.58	535.411	0.98	0.238	0.316
1575	UBR1	-13.575	535.411	0.98	0.238	0.316
1576	VKORC1	13.58	535.411	0.98	0.238	0.316
1577	YEATS2	-13.578	535.411	0.98	0.238	0.315
1578	ZNF554	-13.578	535.411	0.98	0.238	0.315
1579	ZNF586	13.573	535.411	0.98	0.238	0.316
1580	ZNF763	13.58	535.411	0.98	0.238	0.316
1581	ZRANB3	13.573	535.411	0.98	0.238	0.316
1582	AE000662.92	13.576	535.411	0.98	0.239	0.317
1583	AGFG2	-13.571	535.411	0.98	0.239	0.318
1584	ANK1	-13.571	535.411	0.98	0.239	0.318
1585	APOC3	-0.944	0.844	0.263	0.239	0.247
1586	ASB2	13.571	535.411	0.98	0.239	0.317
1587	ASXL1	13.574	535.411	0.98	0.239	0.317
1588	B3GALNT2	13.573	535.411	0.98	0.239	0.317
1589	BEST2	13.576	535.411	0.98	0.239	0.317
1590	BYSL	-13.576	535.411	0.98	0.239	0.317
1591	C1orf132	-13.571	535.411	0.98	0.239	0.318
1592	C6orf164	-13.572	535.411	0.98	0.239	0.317
1593	C6ORF165	13.583	535.411	0.98	0.239	0.317
1594	C9orf57	-13.573	535.411	0.98	0.239	0.317
1595	CARKD	13.568	535.411	0.98	0.239	0.317
1596	CCDC122	13.583	535.411	0.98	0.239	0.317
1597	CCDC14	13.571	535.411	0.98	0.239	0.317
1598	CD74	-13.57	535.411	0.98	0.239	0.317
1599	CDK5RAP1	13.574	535.411	0.98	0.239	0.317
1600	CFHR5	13.583	535.411	0.98	0.239	0.317
1601	CPED1	13.571	535.411	0.98	0.239	0.317
1602	CSTB	-13.57	535.411	0.98	0.239	0.317
1603	DCAF4L2	13.572	535.411	0.98	0.239	0.317
1604	DSP	13.574	535.411	0.98	0.239	0.317
1605	EPPK1	13.576	535.411	0.98	0.239	0.317
1606	ERN2	13.576	535.411	0.98	0.239	0.317
1607	FAM183A	13.572	535.411	0.98	0.239	0.317
1608	FAM217B	13.571	535.411	0.98	0.239	0.317
1609	FXYD3	-13.571	535.411	0.98	0.239	0.317
1610	GARNL3	13.571	535.411	0.98	0.239	0.317
1611	GNAT1	-13.572	535.411	0.98	0.239	0.317
1612	GOLGA6B	-13.571	535.411	0.98	0.239	0.318
1613	GPR139	-13.576	535.411	0.98	0.239	0.317
1614	GRM6	13.583	535.411	0.98	0.239	0.317
1615	H2BFWT	-13.576	535.411	0.98	0.239	0.317
1616	HERC5	-13.573	535.411	0.98	0.239	0.317
1617	HIST1H4B	-13.572	535.411	0.98	0.239	0.317
1618	HPGD	-13.573	535.411	0.98	0.239	0.317
1619	ITIH2	-13.576	535.411	0.98	0.239	0.317
1620	KLHL38	13.571	535.411	0.98	0.239	0.317
1621	KLK10	13.576	535.411	0.98	0.239	0.317
1622	KNTC1	13.576	535.411	0.98	0.239	0.317
1623	KRIT1	-13.572	535.411	0.98	0.239	0.317
1624	KRT75	-13.573	535.411	0.98	0.239	0.317
1625	LAMA1	-13.573	535.411	0.98	0.239	0.317
1626	LAMTOR1	13.568	535.411	0.98	0.239	0.317
1627	LEPREL2	13.57	535.411	0.98	0.239	0.318
1628	LRRC19	13.576	535.411	0.98	0.239	0.317
1629	LSR	13.57	535.411	0.98	0.239	0.318
1630	MAP7	13.583	535.411	0.98	0.239	0.317
1631	MCM10	13.57	535.411	0.98	0.239	0.318
1632	MCM7	13.574	535.411	0.98	0.239	0.317
1633	MCPH1	13.571	535.411	0.98	0.239	0.317
1634	MED4	13.576	535.411	0.98	0.239	0.317
1635	MMP3	-13.571	535.411	0.98	0.239	0.318
1636	MOB1B	-13.571	535.411	0.98	0.239	0.318
1637	MRPS30	13.572	535.411	0.98	0.239	0.317
1638	MTERFD1	-13.571	535.411	0.98	0.239	0.317
1639	MTUS1	-13.571	535.411	0.98	0.239	0.317
1640	NMBR	-13.572	535.411	0.98	0.239	0.317
1641	NMI	13.573	535.411	0.98	0.239	0.317
1642	NSMAF	13.57	535.411	0.98	0.239	0.318
1643	ODF3B	13.57	535.411	0.98	0.239	0.318
1644	OR4D11	13.572	535.411	0.98	0.239	0.317
1645	OR6N2	-13.571	535.411	0.98	0.239	0.318
1646	OSMR	13.571	535.411	0.98	0.239	0.317
1647	PAPPA2	13.583	535.411	0.98	0.239	0.317
1648	PCSK7	-13.572	535.411	0.98	0.239	0.317
1649	PLA2G6	-13.573	535.411	0.98	0.239	0.317
1650	PLCD4	13.574	535.411	0.98	0.239	0.317
1651	POTEE	-13.572	535.411	0.98	0.239	0.317
1652	PPP1R13B	13.571	535.411	0.98	0.239	0.317
1653	PRLR	13.572	535.411	0.98	0.239	0.317
1654	RELT	-13.572	535.411	0.98	0.239	0.317
1655	RMND5B	13.568	535.411	0.98	0.239	0.317
1656	RPP40	6.785	267.706	0.98	0.239	0.317
1657	SETMAR	-13.57	535.411	0.98	0.239	0.317
1658	SKA1	13.573	535.411	0.98	0.239	0.317
1659	SLA2	13.574	535.411	0.98	0.239	0.317
1660	SLC2A9	-13.571	535.411	0.98	0.239	0.318
1661	SLC43A1	-6.785	267.706	0.98	0.239	0.318
1662	SLC5A5	13.571	535.411	0.98	0.239	0.317
1663	SLC7A14	13.57	535.411	0.98	0.239	0.318
1664	SPATA21	-13.576	535.411	0.98	0.239	0.317
1665	ST6GAL2	13.571	535.411	0.98	0.239	0.317
1666	TAF9B	13.574	535.411	0.98	0.239	0.317
1667	TBX19	-13.576	535.411	0.98	0.239	0.317
1668	TCTN1	13.57	535.411	0.98	0.239	0.318
1669	TIGD3	-13.572	535.411	0.98	0.239	0.317
1670	TMC5	-13.576	535.411	0.98	0.239	0.317
1671	TMEM129	-13.573	535.411	0.98	0.239	0.317
1672	TMEM173	-13.571	535.411	0.98	0.239	0.317
1673	TRAV24	13.572	535.411	0.98	0.239	0.317
1674	TRMT13	13.576	535.411	0.98	0.239	0.317
1675	UBE2T	13.573	535.411	0.98	0.239	0.317
1676	ULBP1	-13.576	535.411	0.98	0.239	0.317
1677	VPS13C	-13.571	535.411	0.98	0.239	0.318
1678	ZFP64	13.573	535.411	0.98	0.239	0.317
1679	ZNF582	13.571	535.411	0.98	0.239	0.317
1680	ZNF607	13.572	535.411	0.98	0.239	0.317
1681	ZNF71	-13.576	535.411	0.98	0.239	0.317
1682	ZNF98	13.573	535.411	0.98	0.239	0.317
1683	AC002365.1	-13.567	535.411	0.98	0.24	0.319
1684	AL592284.1	-13.563	535.411	0.98	0.24	0.319
1685	APOPT1	-13.581	535.411	0.98	0.24	0.318
1686	C1orf216	13.568	535.411	0.98	0.24	0.319
1687	CBL	-6.783	267.706	0.98	0.24	0.319
1688	CCDC86	-13.581	535.411	0.98	0.24	0.318
1689	CNGB1	-13.566	535.411	0.98	0.24	0.318
1690	CNPY1	13.566	535.411	0.98	0.24	0.319
1691	COPS7A	13.566	535.411	0.98	0.24	0.319
1692	DEFB119	-13.566	535.411	0.98	0.24	0.318
1693	DNAH9	13.562	535.411	0.98	0.24	0.319
1694	DNAJC16	-13.562	535.411	0.98	0.24	0.319
1695	FBXL4	-13.566	535.411	0.98	0.24	0.318
1696	GALNT5	-13.581	535.411	0.98	0.24	0.318
1697	GLT8D1	13.562	535.411	0.98	0.24	0.319
1698	GPR137B	13.566	535.411	0.98	0.24	0.319
1699	HOXD13	13.566	535.411	0.98	0.24	0.319
1700	HPSE2	13.567	535.411	0.98	0.24	0.319
1701	LIPK	-13.567	535.411	0.98	0.24	0.319
1702	NFE2L3	-13.566	535.411	0.98	0.24	0.318
1703	OR4K1	-13.563	535.411	0.98	0.24	0.319
1704	RAB34	13.568	535.411	0.98	0.24	0.319
1705	RAD1	13.566	535.411	0.98	0.24	0.319
1706	RDH13	-13.581	535.411	0.98	0.24	0.318
1707	SERHL2	1.284	1.177	0.275	0.24	0.247
1708	SLC10A2	-13.581	535.411	0.98	0.24	0.318
1709	SLC13A4	13.566	535.411	0.98	0.24	0.319
1710	SOCS4	13.562	535.411	0.98	0.24	0.319
1711	SPARCL1	13.568	535.411	0.98	0.24	0.319
1712	SSX1	13.566	535.411	0.98	0.24	0.319
1713	ZSCAN30	13.566	535.411	0.98	0.24	0.319
1714	AASS	13.561	535.411	0.98	0.241	0.321
1715	ADAM28	13.561	535.411	0.98	0.241	0.321
1716	ADAMTSL3	13.556	535.411	0.98	0.241	0.32
1717	ADORA2B	13.563	535.411	0.98	0.241	0.32
1718	AFMID	-13.568	535.411	0.98	0.241	0.32
1719	AGBL2	-13.568	535.411	0.98	0.241	0.32
1720	C6orf1	-13.557	535.411	0.98	0.241	0.321
1721	C7	13.561	535.411	0.98	0.241	0.321
1722	C7orf72	-13.559	535.411	0.98	0.241	0.321
1723	C9orf117	13.562	535.411	0.98	0.241	0.32
1724	C9orf171	-13.565	535.411	0.98	0.241	0.32
1725	CATSPERB	-13.557	535.411	0.98	0.241	0.321
1726	CBR4	13.56	535.411	0.98	0.241	0.32
1727	CCDC180	-13.559	535.411	0.98	0.241	0.321
1728	CCDC19	13.561	535.411	0.98	0.241	0.321
1729	CEP41	13.555	535.411	0.98	0.241	0.321
1730	CEP76	13.555	535.411	0.98	0.241	0.321
1731	CHRNG	-13.559	535.411	0.98	0.241	0.32
1732	CLNK	-13.559	535.411	0.98	0.241	0.321
1733	COL6A3	-13.565	535.411	0.98	0.241	0.32
1734	COL9A1	13.556	535.411	0.98	0.241	0.32
1735	CRB1	-13.559	535.411	0.98	0.241	0.32
1736	CSAG1	-13.565	535.411	0.98	0.241	0.32
1737	CT83	13.569	535.411	0.98	0.241	0.321
1738	DAAM2	13.561	535.411	0.98	0.241	0.321
1739	DEPDC4	-13.568	535.411	0.98	0.241	0.32
1740	ELOVL7	-13.559	535.411	0.98	0.241	0.32
1741	ERMP1	-13.561	535.411	0.98	0.241	0.32
1742	EXPH5	13.562	535.411	0.98	0.241	0.32
1743	GNRH2	-13.568	535.411	0.98	0.241	0.32
1744	GOLGA6L1	-13.561	535.411	0.98	0.241	0.32
1745	GYS2	-13.559	535.411	0.98	0.241	0.32
1746	HECTD1	13.569	535.411	0.98	0.241	0.321
1747	HENMT1	-13.56	535.411	0.98	0.241	0.319
1748	HNRNPU	13.561	535.411	0.98	0.241	0.321
1749	HSCB	-13.561	535.411	0.98	0.241	0.32
1750	INPP5B	-13.561	535.411	0.98	0.241	0.32
1751	IQGAP2	-13.565	535.411	0.98	0.241	0.32
1752	KIF19	13.56	535.411	0.98	0.241	0.32
1753	LIMS1	-13.565	535.411	0.98	0.241	0.32
1754	MVD	-13.557	535.411	0.98	0.241	0.321
1755	NUDT1	13.561	535.411	0.98	0.241	0.321
1756	OR52N2	-13.565	535.411	0.98	0.241	0.32
1757	OR8B8	13.558	535.411	0.98	0.241	0.32
1758	PCDHB15	-13.558	535.411	0.98	0.241	0.32
1759	PCDHGA9	-13.561	535.411	0.98	0.241	0.32
1760	PRRT2	-13.56	535.411	0.98	0.241	0.319
1761	PYROXD2	13.569	535.411	0.98	0.241	0.321
1762	RAP1GAP2	13.558	535.411	0.98	0.241	0.32
1763	RGS20	13.569	535.411	0.98	0.241	0.321
1764	RNF128	13.558	535.411	0.98	0.241	0.32
1765	SAMD9L	13.561	535.411	0.98	0.241	0.321
1766	SCGB1A1	13.556	535.411	0.98	0.241	0.32
1767	SCIN	13.561	535.411	0.98	0.241	0.321
1768	THADA	13.56	535.411	0.98	0.241	0.32
1769	TIGD2	-13.557	535.411	0.98	0.241	0.321
1770	TIRAP	-13.56	535.411	0.98	0.241	0.319
1771	TMX3	13.556	535.411	0.98	0.241	0.32
1772	TRIM51	-13.565	535.411	0.98	0.241	0.32
1773	TSEN2	-13.56	535.411	0.98	0.241	0.319
1774	TTC23L	13.561	535.411	0.98	0.241	0.321
1775	TTC30B	13.561	535.411	0.98	0.241	0.321
1776	TVP23A	13.561	535.411	0.98	0.241	0.321
1777	UNC13B	13.56	535.411	0.98	0.241	0.32
1778	ZDHHC20	-13.561	535.411	0.98	0.241	0.32
1779	ZNF181	-13.559	535.411	0.98	0.241	0.321
1780	ADRA1A	-13.55	535.411	0.98	0.242	0.322
1781	AGER	13.554	535.411	0.98	0.242	0.321
1782	AKR1A1	13.554	535.411	0.98	0.242	0.321
1783	C10orf129	-13.564	535.411	0.98	0.242	0.321
1784	C1orf110	-13.564	535.411	0.98	0.242	0.321
1785	CCDC158	-13.564	535.411	0.98	0.242	0.321
1786	CD320	13.557	535.411	0.98	0.242	0.321
1787	CYP27B1	-13.554	535.411	0.98	0.242	0.321
1788	EXD1	-13.554	535.411	0.98	0.242	0.321
1789	FAM189B	-13.55	535.411	0.98	0.242	0.322
1790	FHDC1	-13.55	535.411	0.98	0.242	0.322
1791	FZD6	-13.553	535.411	0.98	0.242	0.322
1792	GNL2	-13.553	535.411	0.98	0.242	0.322
1793	GPRASP1	13.557	535.411	0.98	0.242	0.321
1794	IL13RA1	-13.55	535.411	0.98	0.242	0.322
1795	KIAA0753	13.554	535.411	0.98	0.242	0.321
1796	MATN4	13.554	535.411	0.98	0.242	0.321
1797	MPZL3	13.554	535.411	0.98	0.242	0.321
1798	MTMR3	-13.553	535.411	0.98	0.242	0.322
1799	OR6C3	-13.564	535.411	0.98	0.242	0.321
1800	PCID2	-13.564	535.411	0.98	0.242	0.321
1801	SMPD1	-13.554	535.411	0.98	0.242	0.321
1802	SPATS2L	13.554	535.411	0.98	0.242	0.321
1803	TESK2	-13.554	535.411	0.98	0.242	0.321
1804	TGM3	-13.553	535.411	0.98	0.242	0.322
1805	TNFRSF10B	13.557	535.411	0.98	0.242	0.321
1806	TOR2A	13.557	535.411	0.98	0.242	0.321
1807	TTLL5	-13.55	535.411	0.98	0.242	0.322
1808	TUB	13.554	535.411	0.98	0.242	0.321
1809	ZNF12	-13.553	535.411	0.98	0.242	0.322
1810	ZNF311	-13.554	535.411	0.98	0.242	0.321
1811	AKR1CL1	13.545	535.411	0.98	0.243	0.323
1812	BBIP1	-13.549	535.411	0.98	0.243	0.323
1813	C14orf178	-13.548	535.411	0.98	0.243	0.323
1814	CA7	13.545	535.411	0.98	0.243	0.323
1815	CABP2	13.545	535.411	0.98	0.243	0.324
1816	CCM2L	13.548	535.411	0.98	0.243	0.323
1817	CDR2	-13.544	535.411	0.98	0.243	0.323
1818	CHRNE	-13.544	535.411	0.98	0.243	0.323
1819	CTAGE4	13.548	535.411	0.98	0.243	0.323
1820	DACT1	13.545	535.411	0.98	0.243	0.324
1821	DLC1	13.545	535.411	0.98	0.243	0.324
1822	DNASE1L3	13.549	535.411	0.98	0.243	0.323
1823	DNTT	13.543	535.411	0.98	0.243	0.323
1824	FAHD2B	13.549	535.411	0.98	0.243	0.323
1825	FDXACB1	-13.548	535.411	0.98	0.243	0.323
1826	FOCAD	13.545	535.411	0.98	0.243	0.323
1827	GEMIN7	-13.549	535.411	0.98	0.243	0.323
1828	GRTP1	13.548	535.411	0.98	0.243	0.323
1829	HBS1L	13.548	535.411	0.98	0.243	0.323
1830	HRSP12	-13.544	535.411	0.98	0.243	0.323
1831	IFRD1	-13.548	535.411	0.98	0.243	0.323
1832	IL36B	-13.544	535.411	0.98	0.243	0.323
1833	KARS	-13.564	535.411	0.98	0.243	0.322
1834	KCNK6	13.549	535.411	0.98	0.243	0.323
1835	KRTAP19-3	13.548	535.411	0.98	0.243	0.323
1836	LILRB4	-13.548	535.411	0.98	0.243	0.323
1837	LINC00671	13.548	535.411	0.98	0.243	0.323
1838	LPCAT3	-13.548	535.411	0.98	0.243	0.323
1839	MDH2	13.548	535.411	0.98	0.243	0.323
1840	MTRF1	13.549	535.411	0.98	0.243	0.323
1841	MUC22	-13.564	535.411	0.98	0.243	0.322
1842	NDOR1	13.545	535.411	0.98	0.243	0.323
1843	NT5DC4	13.545	535.411	0.98	0.243	0.323
1844	OR52E4	13.543	535.411	0.98	0.243	0.323
1845	OSBPL1A	13.543	535.411	0.98	0.243	0.323
1846	PCNXL2	13.548	535.411	0.98	0.243	0.323
1847	PFKFB2	13.548	535.411	0.98	0.243	0.323
1848	PFKM	13.549	535.411	0.98	0.243	0.323
1849	POLR3B	13.549	535.411	0.98	0.243	0.323
1850	PPP1R16A	-13.544	535.411	0.98	0.243	0.323
1851	SNX27	13.548	535.411	0.98	0.243	0.323
1852	TAS2R3	13.545	535.411	0.98	0.243	0.323
1853	TIGD1	13.545	535.411	0.98	0.243	0.323
1854	TIMELESS	-13.548	535.411	0.98	0.243	0.323
1855	TMEM26	13.549	535.411	0.98	0.243	0.323
1856	TRAV5	13.545	535.411	0.98	0.243	0.324
1857	TTC3	13.545	535.411	0.98	0.243	0.324
1858	TTK	13.545	535.411	0.98	0.243	0.323
1859	VWA3A	13.548	535.411	0.98	0.243	0.323
1860	ZNF655	13.548	535.411	0.98	0.243	0.323
1861	ZNF683	-13.548	535.411	0.98	0.243	0.323
1862	AGAP5	13.539	535.411	0.98	0.244	0.325
1863	ALDH3A2	-13.541	535.411	0.98	0.244	0.324
1864	AMDHD2	-13.544	535.411	0.98	0.244	0.324
1865	ANKRD10	-13.54	535.411	0.98	0.244	0.325
1866	B4GALT1	13.539	535.411	0.98	0.244	0.325
1867	C14orf39	-13.54	535.411	0.98	0.244	0.324
1868	C16orf78	13.545	535.411	0.98	0.244	0.324
1869	C21orf2	-13.556	535.411	0.98	0.244	0.324
1870	COL6A1	-13.542	535.411	0.98	0.244	0.325
1871	CPT1B	-13.542	535.411	0.98	0.244	0.325
1872	CRISP1	-13.542	535.411	0.98	0.244	0.325
1873	EML2	-13.54	535.411	0.98	0.244	0.325
1874	ENPP5	-13.546	535.411	0.98	0.244	0.324
1875	FAM200A	13.542	535.411	0.98	0.244	0.324
1876	FANCD2OS	-13.54	535.411	0.98	0.244	0.325
1877	FBF1	13.542	535.411	0.98	0.244	0.324
1878	FBLN7	-13.54	535.411	0.98	0.244	0.324
1879	GAMT	13.542	535.411	0.98	0.244	0.324
1880	GIPR	-13.54	535.411	0.98	0.244	0.325
1881	GPR68	13.542	535.411	0.98	0.244	0.324
1882	GUCY2D	6.77	267.706	0.98	0.244	0.325
1883	HAX1	13.539	535.411	0.98	0.244	0.325
1884	HRH1	-13.543	535.411	0.98	0.244	0.325
1885	HSD3B1	6.769	267.706	0.98	0.244	0.325
1886	IGF2	-13.544	535.411	0.98	0.244	0.324
1887	ITFG1	13.547	535.411	0.98	0.244	0.324
1888	ITGA11	-13.544	535.411	0.98	0.244	0.324
1889	KLKB1	13.547	535.411	0.98	0.244	0.324
1890	KRT26	-13.543	535.411	0.98	0.244	0.325
1891	LPP	13.542	535.411	0.98	0.244	0.324
1892	LSM14B	-13.54	535.411	0.98	0.244	0.324
1893	MDH1B	13.545	535.411	0.98	0.244	0.324
1894	MFRP	-13.54	535.411	0.98	0.244	0.325
1895	MFSD10	13.544	535.411	0.98	0.244	0.324
1896	MGRN1	-13.54	535.411	0.98	0.244	0.324
1897	MVP	-13.556	535.411	0.98	0.244	0.324
1898	NBPF15	13.544	535.411	0.98	0.244	0.324
1899	NUP188	-13.54	535.411	0.98	0.244	0.325
1900	OLFML2B	-13.556	535.411	0.98	0.244	0.324
1901	OR2AK2	13.539	535.411	0.98	0.244	0.325
1902	OR6Y1	-13.54	535.411	0.98	0.244	0.325
1903	OTOP2	-13.542	535.411	0.98	0.244	0.325
1904	PDCL	13.547	535.411	0.98	0.244	0.324
1905	PIEZO1	13.545	535.411	0.98	0.244	0.324
